STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,state,S1,S2,S3,S4
679,1,0,0,0,0,5,2,0,2,0,1,0,0
679,2,8,5,0,0,0,3,0,4,0,0,0,1
679,3,1,10,0,0,9,1,0,4,0,0,0,1
679,4,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,5,10,6,0,0,0,0,0,4,0,0,0,1
679,6,0,0,5,10,0,6,0,1,0.992825495903307,0.0019311964786231,0,0.00524330761806999
679,7,0,0,10,5,0,0,0,1,0.999999922457159,0,0,7.75428407573941e-08
679,8,0,0,0,0,0,10,0,2,0,0.999999895512997,0,1.04487003449782e-07
679,9,8,6,0,0,0,3,0,4,0,0,0,1
679,10,0,0,10,0,0,0,0,1,0.999942950586413,0,0,5.70494135872125e-05
679,11,9,6,0,0,0,2,0,4,0,0,0,1
679,12,0,0,10,5,0,0,0,1,0.999999382721938,0,0,6.17278061704837e-07
679,13,0,0,0,0,0,9,3,2,0,0.999979760083413,0,2.02399165864703e-05
679,14,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,15,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,16,0,0,0,0,6,2,0,3,0,0.0454269884988316,0.954332326713315,0.000240684787853443
679,17,3,6,2,6,4,1,0,4,0,0,0,1
679,18,1,10,6,4,4,1,0,4,0,0,0,1
679,19,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,20,0,0,10,3,0,0,0,1,0.999999894504891,0,0,1.05495108670507e-07
679,21,0,0,0,0,0,10,0,2,0,0.999999895512997,0,1.04487003449782e-07
679,22,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,23,0,0,0,0,9,1,0,3,0,6.85893948474801e-05,0.998836485575389,0.0010949250297633
679,24,1,0,0,0,7,1,0,4,0,1.24602579895881e-06,0.472652864899644,0.527345889074557
679,25,2,10,0,0,6,1,0,4,0,0,0,1
679,26,0,0,10,10,0,0,0,1,0.999999389781059,0,0,6.10218940637815e-07
679,27,0,0,5,4,4,1,0,4,0,0,0,1
679,28,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,29,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,30,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,31,1,10,0,0,6,3,0,4,0,0,0,1
679,32,3,0,0,0,5,0,0,4,0,4.03561316032404e-05,0,0.999959643868397
679,33,0,0,10,2,0,1,0,1,0.999998603955187,0,0,1.39604481286719e-06
679,34,0,0,10,0,0,0,0,1,0.999992833064771,0,0,7.16693522927418e-06
679,35,0,0,9,6,0,3,0,1,0.999967288310101,0,0,3.27116898988309e-05
679,36,0,0,0,0,0,10,0,2,0,0.999999895512997,0,1.04487003449782e-07
679,37,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,38,0,0,0,0,0,0,10,3,0,0,1,0
679,39,0,0,0,0,0,10,0,2,0,0.999999611965084,0,3.88034916202127e-07
679,40,1,3,0,0,9,1,0,4,0,0,0,1
679,41,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,42,10,6,0,0,0,0,0,4,0,0,0,1
679,43,10,2,0,0,0,0,0,4,0,0,0,1
679,44,10,4,0,0,0,0,0,4,0,0,0,1
679,45,10,6,0,0,0,0,0,4,0,0,0,1
679,46,10,7,0,0,0,0,0,4,0,0,0,1
679,47,0,0,7,0,0,4,0,1,0.868618670710416,0,0,0.131381329289584
679,48,0,0,8,5,0,3,0,1,0.999889776058159,0,0,0.000110223941841258
679,49,0,0,10,4,0,1,0,1,0.999999728685978,0,0,2.71314022313872e-07
679,50,10,0,0,0,0,0,0,3,0,0,0.711205531717204,0.288794468282796
679,51,4,10,0,0,0,7,0,4,0,0,0,1
679,52,10,4,0,0,0,0,0,4,0,0,0,1
679,53,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,54,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,55,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,56,0,0,5,4,4,1,0,4,0,0,0,1
679,57,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,58,10,8,0,0,0,0,0,4,0,0,0,1
679,59,4,6,0,0,0,7,0,4,0,0,0,1
679,60,3,6,0,0,0,8,0,4,0,0,0,1
679,61,10,10,0,0,0,0,0,4,0,0,0,1
679,97,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,98,3,6,0,0,6,1,0,4,0,0,0,1
679,99,3,4,6,7,2,1,0,4,0,0,0,1
679,100,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,101,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,102,0,0,10,5,0,0,0,1,0.999999704280408,0,0,2.95719591615474e-07
679,103,0,0,0,0,0,10,0,2,0,0.999999895512997,0,1.04487003449782e-07
679,104,0,0,10,2,0,2,0,1,0.99999929905529,0,0,7.00944709714619e-07
679,105,0,0,10,4,0,0,0,1,0.999999957348139,0,0,4.26518612737993e-08
679,106,0,0,9,2,0,2,0,1,0.999991639934848,0,0,8.36006515166083e-06
679,107,0,0,0,0,5,5,0,2,0,0.998963887963973,0,0.0010361120360271
679,108,0,0,0,0,9,1,0,3,0,6.85893948474801e-05,0.998836485575389,0.0010949250297633
679,109,6,10,0,0,0,6,0,4,0,0,0,1
679,110,0,0,0,0,6,0,0,3,0,0.000521104831979965,0.99934958794775,0.000129307220270092
679,111,2,3,0,0,7,1,0,4,0,0,0,1
679,112,0,0,0,0,10,0,0,3,0,0,0.999953666179493,4.6333820506651e-05
679,113,1,3,3,5,6,0,0,4,0,0,0,1
679,114,0,0,0,0,5,3,0,2,0,0.991779997988191,0,0.00822000201180925
679,115,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,116,0,0,0,0,0,6,5,2,0,0.999973550093005,0,2.64499069944931e-05
679,117,0,0,0,0,4,4,0,2,0,0.999609990686507,0,0.000390009313492592
679,118,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,119,0,0,0,0,4,4,0,2,0,0.999609990686507,0,0.000390009313492592
679,120,0,0,8,2,2,2,0,1,0.999073249122194,0,0,0.000926750877806108
679,121,0,0,10,4,0,0,0,1,0.999999957348139,0,0,4.26518612737993e-08
679,122,0,0,0,0,0,10,0,2,0,0.999999895512997,0,1.04487003449782e-07
679,123,10,10,0,0,0,0,0,4,0,0,0,1
679,124,0,0,0,0,0,10,0,2,0,0.999999431838061,0,5.68161938755066e-07
679,125,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,126,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,127,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,128,0,0,10,4,0,0,0,1,0.999999837341628,0,0,1.62658371972861e-07
679,129,0,0,10,3,0,0,0,1,0.999999972337344,0,0,2.76626557596724e-08
679,130,0,0,0,0,0,10,0,2,0,0.999999895512997,0,1.04487003449782e-07
679,131,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,132,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,133,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,134,0,0,0,0,0,10,0,2,0,0.99999986129228,0,1.38707719962047e-07
679,135,2,7,0,0,4,4,0,4,0,4.88601799609894e-06,0,0.999995113982004
