STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,state,S1,S2,S3,S4
4,1,6,8,0,0,0,5,0,3,0,0,1,0
4,2,4,7,0,0,0,7,0,1,1,0,0,0
4,3,10,4,0,0,0,0,1,3,0,0,1,0
4,4,0,0,0,0,0,0,10,4,0,0,0,1
4,5,9,5,0,0,1,2,0,1,0.999887063180457,0,0.000112936819542684,0
4,6,0,0,0,0,0,10,0,4,0,0,0,1
4,7,0,0,0,0,0,0,10,4,0,0,0,1
4,8,0,0,0,0,0,10,0,4,0,0,0,1
4,9,6,7,0,0,3,2,2,1,1,0,0,0
4,10,4,6,6,6,0,2,1,2,0.00291393408587363,0.997086065914126,0,0
4,11,0,0,0,0,0,10,0,4,0,0,0,1
4,12,0,0,0,0,0,10,0,4,0,0,0,1
4,13,0,0,0,0,0,10,0,4,0,0,0,1
4,14,0,0,0,0,6,6,0,4,0,0,0,1
4,15,9,6,0,0,0,2,0,1,0.999010539294739,0,0.000989460705261,0
4,16,8,7,0,0,0,3,0,1,1,0,0,0
4,17,8,6,0,0,0,3,0,1,1,0,0,0
4,18,0,0,0,0,0,10,0,4,0,0,0,1
4,19,0,0,0,0,0,10,0,4,0,0,0,1
5,67,0,0,0,0,0,5,6,4,0,0,0,1
5,68,0,0,0,0,0,7,4,4,0,0,0,1
5,69,0,0,0,0,0,6,5,4,0,0,0,1
5,70,0,0,0,0,0,10,0,4,0,0,0,1
5,71,0,0,0,0,0,10,0,4,0,0,0,1
5,72,0,0,0,0,0,10,0,4,0,0,0,1
5,73,0,0,0,0,0,10,0,4,0,0,0,1
5,74,0,0,0,0,0,10,0,4,0,0,0,1
5,75,0,0,0,0,0,6,6,4,0,0,0,1
5,76,0,0,0,0,0,10,0,4,0,0,0,1
5,77,4,6,0,0,1,7,1,1,1,0,0,0
5,78,4,4,6,3,0,1,0,2,0.000445579943209634,0.99955442005679,0,0
5,79,0,0,10,3,0,0,0,2,0,1,0,0
5,80,0,0,0,0,0,3,8,4,0,0,0,1
5,81,0,0,0,0,0,4,7,4,0,0,0,1
5,82,0,0,0,0,0,0,10,4,0,0,0,1
5,83,10,6,0,0,0,1,0,3,0,0,1,0
5,84,8,5,0,0,0,2,2,1,1,0,0,0
5,85,0,0,0,0,0,10,0,4,0,0,0,1
5,86,8,6,0,0,0,3,0,1,1,0,0,0
5,87,5,5,5,4,0,1,1,2,0.0059254114511931,0.994074588548807,0,0
5,88,0,0,0,0,0,10,0,4,0,0,0,1
5,89,0,0,0,0,0,10,0,4,0,0,0,1
5,90,0,0,0,0,0,0,10,4,0,0,0,1
5,91,0,0,0,0,0,10,0,4,0,0,0,1
5,92,8,5,0,0,1,1,2,1,1,0,0,0
5,93,0,0,0,0,0,10,0,4,0,0,0,1
5,94,0,0,0,0,0,10,0,4,0,0,0,1
5,95,0,0,0,0,0,10,0,4,0,0,0,1
5,96,6,6,0,0,2,3,2,1,1,0,0,0
5,97,2,3,9,4,0,1,1,2,0,1,0,0
5,98,0,0,0,0,5,4,3,4,0,0,0,1
5,99,9,6,0,0,0,2,0,1,0.999010539294739,0,0.000989460705261,0
5,100,0,0,0,0,0,0,10,4,0,0,0,1
5,101,0,0,0,0,0,10,0,4,0,0,0,1
5,102,0,0,0,0,0,8,3,4,0,0,0,1
5,103,3,5,7,3,0,1,0,2,0,1,0,0
6,125,0,0,0,0,0,10,0,4,0,0,0,1
6,126,0,0,0,0,0,9,3,4,0,0,0,1
6,127,0,0,0,0,0,5,6,4,0,0,0,1
6,128,10,6,0,0,0,0,0,3,0,0,1,0
6,129,0,0,0,0,0,10,0,4,0,0,0,1
6,130,0,0,0,0,0,0,10,4,0,0,0,1
6,131,0,0,0,0,0,10,0,4,0,0,0,1
6,132,0,0,0,0,0,10,0,4,0,0,0,1
6,133,0,0,0,0,0,10,0,4,0,0,0,1
6,134,5,6,0,0,1,5,1,1,1,0,0,0
6,135,4,6,4,6,0,2,2,2,0.119324559987656,0.880675440012344,0,0
6,136,0,0,9,9,0,0,2,2,0,1,0,0
