STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,FA_SR_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,state,S1,S2,S3,S4,S5,S6
5,176,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
5,177,0,0,0,10,6,0,0,0,4,0,0,0,0.999885682369531,0.000114317630468539,0
5,178,0,0,0,10,10,0,0,0,4,0,0,0,0.999976773361661,2.32266383388922e-05,0
5,179,6,10,0,0,0,0,5,0,2,9.1597916818038e-05,0.983072043325482,0,0,0,0.0168363587576997
5,180,7,6,4,0,0,0,4,0,2,0,1,0,0,0,0
5,181,9,4,4,0,0,0,2,0,2,0,1,0,0,0,0
5,182,5,4,4,5,10,0,2,0,5,0,0,0,0,1,0
5,183,0,0,0,10,5,0,0,0,4,0,0,0,0.999909678283033,9.0321716967381e-05,0
5,184,8,4,4,0,0,2,2,0,2,0,1,0,0,0,0
5,185,2,4,4,8,10,0,1,0,5,0,0,0,0,1,0
5,186,10,10,0,0,0,0,0,0,1,1,0,0,0,0,0
5,187,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
6,188,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,189,0,0,0,0,0,0,9,3,6,0,0,0,0,0,1
6,190,0,0,0,0,0,0,5,6,6,0,0,0,0,0,1
6,191,10,6,7,0,0,0,0,0,1,1,0,0,0,0,0
6,192,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,193,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,194,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
6,195,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,196,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,197,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,198,5,6,4,0,0,0,6,0,2,0,1,0,0,0,0
6,199,4,6,1,0,0,1,5,2,2,0,1,0,0,0,0
6,200,0,0,0,6,6,0,2,3,5,0,0,0,0,1,0
6,201,10,6,1,0,0,0,0,0,1,1,0,0,0,0,0
6,202,10,7,2,0,0,0,0,0,1,1,0,0,0,0,0
6,203,0,0,0,9,9,0,0,2,5,0,0,0,0,1,0
6,204,0,0,0,0,0,0,10,0,3,0,0,0.99990897461971,0,0,9.1025380290069e-05
6,205,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
6,206,4,10,0,0,0,0,0,7,6,0,0,0,0,0,1
6,207,0,0,0,0,0,0,10,0,3,0,0,0.999860381712894,0,0,0.00013961828710574
6,208,5,7,1,4,4,1,2,1,5,0,0,0,0,1,0
6,209,8,9,0,0,0,0,3,0,2,0,1,0,0,0,0
6,210,10,5,1,0,0,0,0,0,1,1,0,0,0,0,0
6,211,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,212,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,213,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,214,6,6,1,0,0,1,4,1,2,0,1,0,0,0,0
6,215,0,0,0,0,0,0,7,4,6,0,0,0,0,0,1
6,216,3,10,0,0,0,8,0,0,2,0,0.933592986883416,0,0,0,0.066407013116584
6,217,10,5,4,0,0,0,0,0,1,1,0,0,0,0,0
6,218,4,10,0,0,0,0,7,0,2,0,0.948619344275624,0,0,0,0.0513806557243765
6,219,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,220,6,10,0,0,0,0,3,3,2,0,0.983802162230308,0,0,0,0.0161978377696917
6,221,0,0,0,0,0,0,8,3,6,0,0,0,0,0,1
6,222,0,0,0,0,0,0,10,0,3,0,0,0.999860381712894,0,0,0.00013961828710574
6,223,6,7,0,0,0,1,4,1,2,0,1,0,0,0,0
6,224,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,225,10,3,0,0,0,0,0,1,1,1,0,0,0,0,0
6,226,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,227,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,228,2,10,0,0,0,0,9,0,6,0,0.419156916550249,0,0,0,0.580843083449751
6,229,5,9,0,0,0,6,0,0,2,0,1,0,0,0,0
6,230,1,10,0,0,0,0,10,0,2,0,0.982326094335448,0,0,0,0.0176739056645517
6,231,6,8,0,0,0,0,5,0,2,1.64468858416835e-05,0.999983553114158,0,0,0,0
6,232,9,10,0,0,0,0,2,0,2,0,0.999963929253222,0,0,0,3.60707467778635e-05
6,233,10,7,0,0,0,0,0,1,1,1,0,0,0,0,0
6,234,9,5,0,0,0,0,2,0,2,0,1,0,0,0,0
6,235,10,5,0,0,0,0,0,0,1,1,0,0,0,0,0
6,236,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,237,6,7,0,0,0,0,4,1,2,0,1,0,0,0,0
6,238,3,7,0,2,8,4,2,1,5,0,0,0,0,1,0
6,239,0,0,0,0,0,0,10,0,3,0,0,0.99990897461971,0,0,9.1025380290069e-05
6,240,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,241,10,6,1,0,0,0,1,0,1,1,0,0,0,0,0
6,242,7,7,0,0,0,0,4,0,2,0,1,0,0,0,0
6,243,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,244,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,245,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,246,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
