CASE_ID,ACTIVITY_NAME,TIMESTAMP
148,CONTENT_ACCESS,2014-08-02 16:52:15
148,CONTENT_ACCESS,2014-08-02 16:52:18
148,MCQ_CO,2014-08-02 16:54:05
148,MCQ_CO,2014-08-02 16:54:47
148,MCQ_CO,2014-08-02 16:55:56
148,MCQ_CO,2014-08-02 16:56:36
148,MCQ_CO,2014-08-02 16:56:45
148,CONTENT_ACCESS,2014-08-02 16:57:53
148,MCQ_CO,2014-08-02 16:59:11
148,MCQ_CO,2014-08-02 17:00:56
148,MCQ_IN,2014-08-02 17:03:41
148,MCQ_CO,2014-08-02 17:07:29
148,MCQ_SR,2014-08-02 17:07:31
148,MCQ_SR,2014-08-02 17:07:31
148,MCQ_CO,2014-08-02 17:08:11
148,MCQ_IN,2014-08-02 17:08:44
148,MCQ_SR,2014-08-02 17:08:45
148,VIDEO_PLAY,2014-08-02 17:11:46
148,VIDEO_PLAY,2014-08-02 17:11:48
148,VIDEO_PLAY,2014-08-02 17:26:33
148,VIDEO_PLAY,2014-08-02 17:26:33
148,CONTENT_ACCESS,2014-08-02 17:27:11
148,CONTENT_ACCESS,2014-08-02 17:27:22
148,VIDEO_PLAY,2014-08-02 17:31:05
148,VIDEO_PLAY,2014-08-02 17:31:06
148,VIDEO_PLAY,2014-08-02 17:38:41
148,VIDEO_PLAY,2014-08-02 17:38:41
148,CONTENT_ACCESS,2014-08-02 17:41:02
148,CONTENT_ACCESS,2014-08-02 17:41:02
148,CONTENT_ACCESS,2014-08-02 17:41:02
148,CONTENT_ACCESS,2014-08-02 17:41:28
148,CONTENT_ACCESS,2014-08-02 17:41:41
148,CONTENT_ACCESS,2014-08-02 17:42:00
148,CONTENT_ACCESS,2014-08-02 17:42:28
18,DBOARD_ACCESS,2014-08-02 18:16:09
18,DBOARD_ACCESS,2014-08-02 18:16:12
18,DBOARD_ACCESS,2014-08-02 18:16:18
18,DBOARD_ACCESS,2014-08-02 18:16:24
148,CONTENT_ACCESS,2014-08-03 00:32:28
148,VIDEO_PLAY,2014-08-03 00:32:31
148,VIDEO_PLAY,2014-08-03 00:32:43
148,VIDEO_PLAY,2014-08-03 00:46:38
148,VIDEO_PLAY,2014-08-03 00:46:38
148,CONTENT_ACCESS,2014-08-03 00:46:44
148,CONTENT_ACCESS,2014-08-03 00:47:12
148,CONTENT_ACCESS,2014-08-03 00:47:18
148,CONTENT_ACCESS,2014-08-03 00:47:21
148,CONTENT_ACCESS,2014-08-03 00:47:29
148,CONTENT_ACCESS,2014-08-03 00:47:30
148,CONTENT_ACCESS,2014-08-03 00:47:32
148,CONTENT_ACCESS,2014-08-03 00:48:15
148,CONTENT_ACCESS,2014-08-03 00:48:17
148,CONTENT_ACCESS,2014-08-03 00:48:19
148,CONTENT_ACCESS,2014-08-03 00:48:23
21,CONTENT_ACCESS,2014-08-03 11:10:42
68,CONTENT_ACCESS,2014-08-03 11:23:34
68,CONTENT_ACCESS,2014-08-03 11:24:12
68,CONTENT_ACCESS,2014-08-03 11:36:33
68,CONTENT_ACCESS,2014-08-03 11:36:38
68,CONTENT_ACCESS,2014-08-03 11:36:38
68,CONTENT_ACCESS,2014-08-03 11:36:38
68,CONTENT_ACCESS,2014-08-03 11:36:45
68,CONTENT_ACCESS,2014-08-03 11:37:27
148,CONTENT_ACCESS,2014-08-03 12:48:18
148,MCQ_CO,2014-08-03 12:56:07
148,MCQ_CO,2014-08-03 12:56:20
148,MCQ_IN,2014-08-03 12:56:44
148,MCQ_SR,2014-08-03 12:57:17
148,MCQ_CO,2014-08-03 12:58:31
148,MCQ_CO,2014-08-03 12:58:47
148,MCQ_CO,2014-08-03 13:00:46
148,MCQ_CO,2014-08-03 13:07:08
148,MCQ_IN,2014-08-03 13:07:44
148,MCQ_IN,2014-08-03 13:07:49
148,MCQ_SR,2014-08-03 13:07:51
148,MCQ_CO,2014-08-03 13:08:43
148,MCQ_CO,2014-08-03 13:08:53
178,CONTENT_ACCESS,2014-08-03 13:11:56
178,CONTENT_ACCESS,2014-08-03 13:11:56
178,CONTENT_ACCESS,2014-08-03 13:11:57
178,CONTENT_ACCESS,2014-08-03 13:11:57
49,CONTENT_ACCESS,2014-08-03 14:28:18
49,CONTENT_ACCESS,2014-08-03 14:28:35
49,CONTENT_ACCESS,2014-08-03 14:29:05
49,CONTENT_ACCESS,2014-08-03 14:29:16
49,CONTENT_ACCESS,2014-08-03 14:29:18
49,CONTENT_ACCESS,2014-08-03 14:29:20
49,ORIENT,2014-08-03 14:29:23
49,CONTENT_ACCESS,2014-08-03 14:29:31
49,CONTENT_ACCESS,2014-08-03 14:30:41
49,CONTENT_ACCESS,2014-08-03 14:31:10
49,CONTENT_ACCESS,2014-08-03 14:31:38
49,CONTENT_ACCESS,2014-08-03 14:32:17
178,CONTENT_ACCESS,2014-08-03 14:37:04
178,MCQ_CO,2014-08-03 14:37:07
178,MCQ_CO,2014-08-03 14:37:10
178,MCQ_CO,2014-08-03 14:37:13
178,MCQ_CO,2014-08-03 14:37:14
178,MCQ_CO,2014-08-03 14:37:17
178,MCQ_CO,2014-08-03 14:37:20
178,VIDEO_PLAY,2014-08-03 14:37:34
178,VIDEO_PLAY,2014-08-03 14:37:34
178,VIDEO_PLAY,2014-08-03 14:43:57
178,MCQ_CO,2014-08-03 14:44:05
178,MCQ_CO,2014-08-03 14:44:10
178,MCQ_CO,2014-08-03 14:44:46
178,MCQ_CO,2014-08-03 14:44:52
178,MCQ_CO,2014-08-03 14:44:55
178,CONTENT_ACCESS,2014-08-03 14:45:05
178,EXE_CO,2014-08-03 14:46:41
178,EXE_CO,2014-08-03 14:47:21
178,EXE_IN,2014-08-03 14:47:39
178,EXE_CO,2014-08-03 14:50:56
178,EXE_CO,2014-08-03 14:51:15
178,EXE_CO,2014-08-03 14:51:25
178,MCQ_CO,2014-08-03 14:54:41
178,MCQ_CO,2014-08-03 14:55:38
178,MCQ_CO,2014-08-03 15:00:36
178,MCQ_CO,2014-08-03 15:00:44
178,MCQ_IN,2014-08-03 15:02:41
178,MCQ_CO,2014-08-03 15:02:43
178,MCQ_CO,2014-08-03 15:06:28
178,MCQ_CO,2014-08-03 15:08:28
178,MCQ_CO,2014-08-03 15:08:39
178,EXE_CO,2014-08-03 15:09:10
178,EXE_CO,2014-08-03 15:09:32
178,EXE_IN,2014-08-03 15:09:58
178,EXE_CO,2014-08-03 15:10:43
178,EXE_IN,2014-08-03 15:10:52
178,EXE_CO,2014-08-03 15:12:00
178,EXE_CO,2014-08-03 15:12:08
178,EXE_CO,2014-08-03 15:15:01
178,EXE_CO,2014-08-03 15:15:12
178,EXE_IN,2014-08-03 15:15:35
178,EXE_IN,2014-08-03 15:15:55
178,EXE_CO,2014-08-03 15:16:19
178,EXE_CO,2014-08-03 15:16:23
178,EXE_CO,2014-08-03 15:16:38
178,EXE_IN,2014-08-03 15:20:55
178,EXE_CO,2014-08-03 15:21:24
178,EXE_CO,2014-08-03 15:21:37
178,EXE_CO,2014-08-03 15:21:46
178,EXE_CO,2014-08-03 15:21:53
342,ORIENT,2014-08-03 17:11:02
342,CONTENT_ACCESS,2014-08-03 17:12:22
148,CONTENT_ACCESS,2014-08-03 17:25:55
148,CONTENT_ACCESS,2014-08-03 17:25:59
148,MCQ_CO,2014-08-03 17:26:14
148,MCQ_CO,2014-08-03 17:26:24
148,MCQ_CO,2014-08-03 17:28:04
148,MCQ_CO,2014-08-03 17:28:08
148,MCQ_IN,2014-08-03 17:33:12
148,MCQ_SR,2014-08-03 17:33:13
148,MCQ_CO,2014-08-03 17:34:01
148,MCQ_IN,2014-08-03 17:40:11
148,MCQ_CO,2014-08-03 17:40:16
148,MCQ_IN,2014-08-03 17:40:34
148,MCQ_CO,2014-08-03 17:40:38
342,CONTENT_ACCESS,2014-08-03 17:44:17
342,CONTENT_ACCESS,2014-08-03 18:40:06
342,CONTENT_ACCESS,2014-08-03 18:40:10
178,CONTENT_ACCESS,2014-08-03 18:47:26
178,CONTENT_ACCESS,2014-08-03 18:50:08
178,CONTENT_ACCESS,2014-08-03 18:50:09
148,CONTENT_ACCESS,2014-08-03 20:58:42
148,CONTENT_ACCESS,2014-08-03 21:00:58
148,CONTENT_ACCESS,2014-08-03 21:02:10
148,CONTENT_ACCESS,2014-08-03 21:02:44
342,CONTENT_ACCESS,2014-08-03 21:10:34
148,CONTENT_ACCESS,2014-08-03 21:31:54
24,MCQ_CO,2014-08-03 22:01:12
24,MCQ_CO,2014-08-03 22:01:42
24,MCQ_CO,2014-08-03 22:01:51
24,MCQ_CO,2014-08-03 22:02:00
18,CONTENT_ACCESS,2014-08-03 22:39:50
18,CONTENT_ACCESS,2014-08-03 22:39:55
18,CONTENT_ACCESS,2014-08-03 22:39:58
18,CONTENT_ACCESS,2014-08-03 22:40:14
18,CONTENT_ACCESS,2014-08-03 22:40:16
18,CONTENT_ACCESS,2014-08-03 22:41:19
18,CONTENT_ACCESS,2014-08-03 22:41:24
178,CONTENT_ACCESS,2014-08-03 22:41:37
178,CONTENT_ACCESS,2014-08-03 22:41:39
18,CONTENT_ACCESS,2014-08-03 23:07:53
18,CONTENT_ACCESS,2014-08-03 23:08:00
18,CONTENT_ACCESS,2014-08-03 23:26:32
68,CONTENT_ACCESS,2014-08-03 23:51:12
68,MCQ_IN,2014-08-03 23:56:56
68,MCQ_IN,2014-08-03 23:57:07
68,MCQ_SR,2014-08-03 23:57:13
68,MCQ_CO,2014-08-03 23:57:20
68,MCQ_CO,2014-08-03 23:58:57
68,MCQ_CO,2014-08-04 00:01:40
68,MCQ_IN,2014-08-04 00:02:47
68,MCQ_CO,2014-08-04 00:03:06
68,MCQ_CO,2014-08-04 00:05:22
68,DBOARD_ACCESS,2014-08-04 00:05:55
68,MCQ_CO,2014-08-04 00:27:57
68,MCQ_IN,2014-08-04 00:29:29
68,MCQ_CO,2014-08-04 00:29:37
68,MCQ_CO,2014-08-04 00:29:54
68,MCQ_CO,2014-08-04 00:30:17
18,CONTENT_ACCESS,2014-08-04 01:04:47
18,CONTENT_ACCESS,2014-08-04 01:59:03
30,CONTENT_ACCESS,2014-08-04 12:49:38
342,CONTENT_ACCESS,2014-08-04 18:32:38
342,CONTENT_ACCESS,2014-08-04 18:32:42
345,CONTENT_ACCESS,2014-08-04 18:42:02
345,CONTENT_ACCESS,2014-08-04 18:42:05
345,CONTENT_ACCESS,2014-08-04 18:42:11
345,CONTENT_ACCESS,2014-08-04 18:42:15
