user_id,new.cl.w2,new.cl.w3,new.cl.w4,new.cl.w5,new.cl.w6,new.cl.w7,new.cl.w8,new.cl.w9,new.cl.w10,new.cl.w11,new.cl.w12,new.cl.w13
193,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,A_POS-DIFF
194,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,HA_NEG-DIFF_MC,HA_BAL_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,DISENGAGED,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_BAL
195,A_POS-DIFF,HA_NEG-DIFF_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
196,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,SAS-ONLY_NEG-DIFF,HA_BAL_MC,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
197,A_POS-DIFF,SAS-MOSTLY_NEG-DIFF,DISENGAGED,MA_ALL-ACT_BAL,DISENGAGED,SAS-ONLY_BAL,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
198,A_POS-DIFF,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,HA_NEG-DIFF_MC,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
199,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,A_POS-DIFF
200,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
201,A_POS-DIFF,HA_NEG-DIFF_MC,A_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
202,A_POS-DIFF,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,DISENGAGED,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_BAL
204,DISENGAGED,DISENGAGED,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,NA,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
205,A_POS-DIFF,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,DISENGAGED,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL
206,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,A_POS-DIFF
207,A_POS-DIFF,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,A_POS-DIFF,MA_MANY-ACT_BAL_MC,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
208,A_POS-DIFF,HA_NEG-DIFF_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
209,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,HA_NEG-DIFF_MC,A_POS-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_BAL
210,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,SAS-ONLY_NEG-DIFF,HA_BAL_MC,SAS-ONLY_BAL,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,NA,HA_BAL
211,A_POS-DIFF,HA_NEG-DIFF_MC,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,HA_BAL_MC,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
213,A_POS-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_BAL
215,A_POS-DIFF,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
216,A_POS-DIFF,A_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
217,A_POS-DIFF,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
218,DISENGAGED,DISENGAGED,SAS-MOSTLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,MA_MANY-ACT_BAL_MC,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
219,DISENGAGED,SAS-MOSTLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,A_POS-DIFF
220,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
222,SAS-ONLY_BAL,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
223,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
224,DISENGAGED,DISENGAGED,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,NA,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
226,SAS-ONLY_BAL,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,HA_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
227,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF
228,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
229,A_POS-DIFF,A_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
230,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
232,MA_ALL-ACT_BAL,A_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
234,MA_ALL-ACT_BAL,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
235,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,NA,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
236,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
237,MA_ALL-ACT_BAL,A_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
239,MA_ALL-ACT_BAL,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
240,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,MA_ALL-ACT_BAL,A_POS-DIFF,SAS-ONLY_BAL,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
241,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,MA_ALL-ACT_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,HA_NEG-DIFF_MC,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
242,MA_ALL-ACT_BAL,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,HA_BAL_MC,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF
243,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
244,DISENGAGED,A_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,NA,MA_ALL-ACT_BAL,A_NEG-DIFF,NA,SAS-ONLY_BAL
245,NA,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
247,A_POS-DIFF,A_NEG-DIFF,HA_BAL_MC,HA_NEG-DIFF_MC,HA_BAL_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
248,SAS-ONLY_BAL,A_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,MA_MANY-ACT_BAL_MC,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,A_POS-DIFF
249,A_POS-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,NA,DISENGAGED,A_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL
252,SAS-ONLY_BAL,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
254,NA,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
256,NA,DISENGAGED,DISENGAGED,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,NA,NA,SAS-ONLY_BAL,SAS-ONLY_BAL
257,MA_ALL-ACT_BAL,A_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,A_NEG-DIFF,DISENGAGED,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
258,DISENGAGED,DISENGAGED,DISENGAGED,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
259,MA_ALL-ACT_BAL,DISENGAGED,SAS-MOSTLY_NEG-DIFF,MA_ALL-ACT_BAL,DISENGAGED,SAS-ONLY_BAL,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,A_POS-DIFF
260,SAS-ONLY_BAL,DISENGAGED,NA,SAS-ONLY_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,NA,NA,SAS-ONLY_BAL
261,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_BAL,HA_BAL,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,NA,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,A_POS-DIFF
262,A_POS-DIFF,A_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL
263,A_POS-DIFF,A_NEG-DIFF,HA_BAL_MC,MA_ALL-ACT_BAL,MA_MANY-ACT_BAL_MC,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,HA_NEG-DIFF_MC,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
266,SAS-ONLY_BAL,A_NEG-DIFF,A_NEG-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,HA_NEG-DIFF_MC,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
267,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,NA,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
268,SAS-ONLY_BAL,HA_NEG-DIFF_MC,DISENGAGED,NA,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,NA,NA,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
269,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
272,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,HA_BAL,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
274,MA_ALL-ACT_BAL,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,A_POS-DIFF
275,A_POS-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
281,DISENGAGED,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
282,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,SAS-ONLY_BAL,HA_NEG-DIFF_MC,MA_ALL-ACT_BAL,A_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF
283,NA,DISENGAGED,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_BAL_MC,SAS-ONLY_BAL,MA_ALL-ACT_BAL,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
285,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
287,A_POS-DIFF,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF
288,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,DISENGAGED,SAS-ONLY_BAL,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-ONLY_BAL,SAS-ONLY_BAL
289,MA_ALL-ACT_BAL,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,MA_ALL-ACT_BAL,A_POS-DIFF,A_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF
290,SAS-ONLY_BAL,DISENGAGED,DISENGAGED,SAS-ONLY_BAL,DISENGAGED,NA,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,NA,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL
291,A_POS-DIFF,HA_NEG-DIFF_MC,A_NEG-DIFF,HA_NEG-DIFF_MC,A_POS-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,A_POS-DIFF
292,MA_ALL-ACT_BAL,SAS-MOSTLY_NEG-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
295,DISENGAGED,DISENGAGED,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,NA,DISENGAGED,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL
296,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_MANY-ACT_BAL_MC,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL
298,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
299,DISENGAGED,SAS-MOSTLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,DISENGAGED,SAS-ONLY_BAL,NA,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_BAL,SAS-ONLY_BAL,A_POS-DIFF
300,A_POS-DIFF,HA_NEG-DIFF_MC,HA_BAL_MC,HA_NEG-DIFF_MC,A_POS-DIFF,A_NEG-DIFF,MA_ALL-ACT_BAL,HA_NEG-DIFF_MC,MA_ALL-ACT_BAL,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,HA_BAL
301,A_POS-DIFF,SAS-MOSTLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,HA_BAL,SAS-ONLY_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
302,A_POS-DIFF,A_NEG-DIFF,A_NEG-DIFF,SAS-ONLY_NEG-DIFF,MA_MANY-ACT_BAL_MC,A_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,MA_ALL-ACT_BAL,SAS-ONLY_NEG-DIFF,SAS-ONLY_NEG-DIFF,A_POS-DIFF
303,A_POS-DIFF,DISENGAGED,DISENGAGED,SAS-ONLY_NEG-DIFF,DISENGAGED,SAS-ONLY_BAL,SAS-MOSTLY_NEG-DIFF,NA,DISENGAGED,SAS-ONLY_NEG-DIFF,NA,SAS-ONLY_BAL
