CASE_ID,ACTIVITY,TIMESTAMP,RESOURCE_ID,WEEK
6559,EXE_CO,2014-08-19 12:32:35,156,4
6559,EXE_CO,2014-08-19 12:33:01,156,4
6559,EXE_CO,2014-08-19 12:33:14,156,4
6559,EXE_CO,2014-08-19 12:33:34,156,4
6559,EXE_CO,2014-08-19 12:33:47,156,4
6559,EXE_CO,2014-08-19 12:34:18,156,4
6559,EXE_CO,2014-08-19 12:34:50,156,4
12783,CONTENT_ACCESS,2014-08-05 09:14:32,303,2
12783,CONTENT_ACCESS,2014-08-05 09:17:19,303,2
12783,CONTENT_ACCESS,2014-08-05 09:20:05,303,2
12784,CONTENT_ACCESS,2014-08-07 13:57:53,303,2
12784,CONTENT_ACCESS,2014-08-07 13:57:59,303,2
12784,ORIENT,2014-08-07 14:00:07,303,2
12784,ORIENT,2014-08-07 14:00:14,303,2
12784,CONTENT_ACCESS,2014-08-07 14:01:54,303,2
12784,VIDEO_PLAY,2014-08-07 14:01:58,303,2
12784,VIDEO_PLAY,2014-08-07 14:02:15,303,2
12784,VIDEO_PLAY,2014-08-07 14:02:54,303,2
12784,VIDEO_PLAY,2014-08-07 14:03:00,303,2
12785,CONTENT_ACCESS,2014-08-07 16:51:37,303,2
12785,VIDEO_PLAY,2014-08-07 16:51:41,303,2
12785,VIDEO_PLAY,2014-08-07 16:51:47,303,2
12785,VIDEO_PLAY,2014-08-07 16:52:02,303,2
12785,VIDEO_PLAY,2014-08-07 16:52:02,303,2
12785,VIDEO_PLAY,2014-08-07 16:52:02,303,2
12785,VIDEO_PLAY,2014-08-07 16:52:23,303,2
12785,VIDEO_PLAY,2014-08-07 16:52:36,303,2
12785,VIDEO_PLAY,2014-08-07 16:53:02,303,2
12785,VIDEO_PLAY,2014-08-07 16:55:19,303,2
12785,VIDEO_PLAY,2014-08-07 17:00:59,303,2
12785,VIDEO_PLAY,2014-08-07 17:00:59,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:00,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:02,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:02,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:02,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:03,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:03,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:04,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:04,303,2
12785,CONTENT_ACCESS,2014-08-07 17:01:17,303,2
12785,VIDEO_PLAY,2014-08-07 17:01:20,303,2
12785,VIDEO_PLAY,2014-08-07 17:02:01,303,2
12785,VIDEO_PLAY,2014-08-07 17:02:19,303,2
12785,CONTENT_ACCESS,2014-08-07 17:07:01,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:03,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:05,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:06,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:06,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:08,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:08,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:08,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:10,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:10,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:10,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:11,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:11,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:11,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:14,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:14,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:14,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:32,303,2
12785,VIDEO_PLAY,2014-08-07 17:07:52,303,2
12785,VIDEO_PLAY,2014-08-07 17:10:50,303,2
12785,VIDEO_PLAY,2014-08-07 17:10:56,303,2
12785,VIDEO_PLAY,2014-08-07 17:12:58,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:40,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:45,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:45,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:46,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:49,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:49,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:49,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:57,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:57,303,2
12785,VIDEO_PLAY,2014-08-07 17:14:57,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:11,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:32,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:32,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:34,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:34,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:34,303,2
12785,VIDEO_PLAY,2014-08-07 17:15:58,303,2
12785,VIDEO_PLAY,2014-08-07 17:16:21,303,2
12785,VIDEO_PLAY,2014-08-07 17:16:47,303,2
12785,VIDEO_PLAY,2014-08-07 17:20:59,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:06,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:06,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:06,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:07,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:07,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:07,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:08,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:08,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:08,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:09,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:09,303,2
12785,VIDEO_PLAY,2014-08-07 17:21:09,303,2
12785,VIDEO_PLAY,2014-08-07 17:23:59,303,2
12785,VIDEO_PLAY,2014-08-07 17:24:39,303,2
12785,VIDEO_PLAY,2014-08-07 17:24:43,303,2
12785,VIDEO_PLAY,2014-08-07 17:24:49,303,2
12785,VIDEO_PLAY,2014-08-07 17:24:50,303,2
12785,VIDEO_PLAY,2014-08-07 17:24:53,303,2
12785,VIDEO_PLAY,2014-08-07 17:24:55,303,2
12785,VIDEO_PLAY,2014-08-07 17:25:57,303,2
12785,VIDEO_PLAY,2014-08-07 17:27:45,303,2
12785,VIDEO_PLAY,2014-08-07 17:27:45,303,2
12785,MCQ_IN,2014-08-07 17:28:46,303,2
12785,MCQ_CO,2014-08-07 17:28:59,303,2
12785,MCQ_SR,2014-08-07 17:28:59,303,2
12785,MCQ_SR,2014-08-07 17:29:01,303,2
12785,MCQ_SR,2014-08-07 17:29:01,303,2
12785,MCQ_SR,2014-08-07 17:29:01,303,2
12785,MCQ_SR,2014-08-07 17:29:01,303,2
12785,MCQ_CO,2014-08-07 17:58:30,303,2
12785,MCQ_IN,2014-08-07 17:59:10,303,2
12785,MCQ_SR,2014-08-07 17:59:11,303,2
12785,MCQ_SR,2014-08-07 17:59:38,303,2
12785,MCQ_CO,2014-08-07 17:59:40,303,2
12785,MCQ_CO,2014-08-07 17:59:42,303,2
12785,MCQ_IN,2014-08-07 18:00:37,303,2
12785,MCQ_SR,2014-08-07 18:00:38,303,2
12785,MCQ_CO,2014-08-07 18:00:43,303,2
12785,CONTENT_ACCESS,2014-08-07 18:04:44,303,2
12785,CONTENT_ACCESS,2014-08-07 18:06:00,303,2
12785,MCQ_IN,2014-08-07 18:06:56,303,2
12785,MCQ_IN,2014-08-07 18:07:01,303,2
12785,MCQ_CO,2014-08-07 18:07:07,303,2
12785,MCQ_IN,2014-08-07 18:09:24,303,2
12785,MCQ_SR,2014-08-07 18:09:37,303,2
12785,MCQ_SR,2014-08-07 18:10:05,303,2
12785,MCQ_CO,2014-08-07 18:10:08,303,2
12785,MCQ_IN,2014-08-07 18:10:34,303,2
12785,MCQ_SR,2014-08-07 18:10:34,303,2
12785,CONTENT_ACCESS,2014-08-07 18:10:52,303,2
12785,EXE_IN,2014-08-07 18:12:22,303,2
12785,EXE_IN,2014-08-07 18:13:45,303,2
12785,EXE_CO,2014-08-07 18:15:06,303,2
12785,EXE_CO,2014-08-07 18:15:34,303,2
12785,EXE_CO,2014-08-07 18:17:13,303,2
12785,CONTENT_ACCESS,2014-08-07 18:17:48,303,2
12785,CONTENT_ACCESS,2014-08-07 18:17:49,303,2
12785,EXE_CO,2014-08-07 18:18:20,303,2
12785,EXE_CO,2014-08-07 18:19:04,303,2
12785,EXE_CO,2014-08-07 18:21:52,303,2
12785,EXE_IN,2014-08-07 18:29:04,303,2
12785,EXE_IN,2014-08-07 18:30:15,303,2
12785,EXE_IN,2014-08-07 18:30:39,303,2
12785,EXE_IN,2014-08-07 18:30:51,303,2
12785,EXE_CO,2014-08-07 18:31:04,303,2
