STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5
5,63,0,0,10,5,0,0,1,8,1,1,0,0,0,0
5,64,0,0,0,0,0,0,10,8,5,0,0,0,0,1
5,65,0,0,0,0,0,0,10,8,5,0,0,0,0,1
7,201,0,0,0,0,0,10,0,8,2,0,0.999999960135684,3.98643156348143e-08,0,0
7,202,0,0,10,7,0,0,0,8,1,1,0,0,0,0
7,203,0,0,10,6,0,0,0,8,1,1,0,0,0,0
7,204,0,0,0,0,0,10,0,8,2,0,0.999999958548067,4.14519325084505e-08,0,0
7,205,0,0,10,7,0,0,0,8,1,1,0,0,0,0
7,206,0,0,4,10,0,7,0,8,4,0,0,8.81405240333547e-05,0.999911859475967,0
7,207,10,6,0,0,0,0,0,8,3,0,0,1,0,0
7,208,0,0,0,0,0,0,0,8,4,0,0.182809219631266,0.00106042528308259,0.816130355085652,0
7,209,0,0,0,0,0,10,0,8,2,0,0.999999764053969,2.3594603083302e-07,0,0
7,210,1,10,0,0,5,1,0,8,3,0,0,1,0,0
7,211,0,0,0,0,5,1,0,8,4,0,0,0.000624077380458558,0.999375922619541,0
7,212,0,0,0,0,4,4,0,8,4,0,0,7.59736638608542e-05,0.999924026336139,0
7,213,5,8,0,0,2,2,0,8,3,0,0,1,0,0
7,214,0,0,0,0,0,10,0,8,2,0,0.999999805454048,1.94545951842182e-07,0,0
7,215,0,0,0,0,0,10,0,8,2,0,0.999999940161347,5.98386534050722e-08,0,0
7,216,0,0,0,0,3,6,0,8,4,0,0,3.82564575007495e-05,0.999961743542499,0
7,217,9,5,0,0,0,2,0,8,3,0,0,1,0,0
7,218,0,0,6,10,0,6,0,8,4,0,0,4.3038791314447e-05,0.999956961208685,0
7,219,0,0,10,5,0,0,0,8,1,1,0,0,0,0
7,220,0,0,10,8,0,0,0,8,1,1,0,0,0,0
