STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5,S6
5,1,0,0,0,0,6,6,0,2,5,0,0,0,0,1,0
5,2,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
5,3,4,6,0,0,5,2,0,2,2,0,1,0,0,0,0
5,4,6,5,1,10,2,2,0,2,6,0,0,0,0,0,1
5,5,0,0,0,0,0,0,10,2,3,0,0,1,0,0,0
5,6,6,4,4,10,0,2,0,2,6,0,0,0,0,0,1
5,7,5,0,0,0,0,6,0,2,2,0,0.486047957737304,0,0.513952042262696,0,0
5,8,0,0,10,10,0,0,0,2,6,0,0,0,0,0,1
5,9,0,0,10,7,0,0,0,2,6,0,0,0,0,0,1
5,10,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
5,11,0,0,10,6,0,0,0,2,6,0,0,0,0,0,1
5,12,0,0,10,4,0,0,0,2,6,0,0,0,0,0,1
5,13,0,0,0,0,6,6,0,2,5,0,0,0,0,1,0
7,91,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,92,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,93,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,94,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,95,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,96,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,97,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,98,0,0,0,0,5,1,0,2,5,0,0,0,0.000135812054602489,0.999864187945397,0
7,99,1,8,0,0,5,1,0,2,2,0,1,0,0,0,0
7,100,0,0,0,0,0,10,0,2,1,1,0,0,0,0,0
7,101,10,10,0,0,0,0,0,2,2,0,1,0,0,0,0
7,102,4,9,0,0,3,3,0,2,2,0,1,0,0,0,0
7,103,0,0,0,0,5,1,0,2,5,0,0,0,7.53834461403938e-05,0.99992461655386,0
7,104,1,6,0,0,5,1,0,2,2,0,1,0,0,0,0
7,105,1,4,0,0,5,0,0,2,2,0,1,0,0,0,0
7,106,3,10,0,0,0,8,0,2,2,0,1,0,0,0,0
