STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4
5,32,0,0,10,6,0,0,0,6,3,0,0,1,0
5,33,0,0,0,0,0,10,0,6,2,0,1,0,0
5,34,0,0,0,0,0,10,0,6,2,0,1,0,0
5,35,0,0,0,0,0,10,0,6,2,0,1,0,0
5,36,10,10,0,0,0,0,0,6,4,0,0,0,1
5,37,3,6,0,0,5,0,0,6,1,1,0,0,0
5,38,0,0,0,0,0,10,0,6,2,0,1,0,0
5,39,10,6,0,0,0,0,0,6,4,0,0,0,1
5,40,10,4,0,0,0,0,0,6,4,0,0,0,1
5,41,6,6,0,0,2,3,0,6,1,1,0,0,0
5,42,9,8,0,0,3,0,0,6,1,1,0,0,0
5,43,10,7,0,0,0,0,0,6,4,0,0,0,1
5,44,0,0,0,0,0,10,0,6,2,0,1,0,0
5,45,6,8,0,0,0,5,0,6,1,1,0,0,0
5,46,3,4,0,0,4,0,0,6,1,1,0,0,0
5,47,5,8,0,0,4,0,0,6,1,1,0,0,0
5,48,0,0,0,0,3,6,0,6,3,0,0,1,0
5,49,0,0,0,0,0,10,0,6,2,0,1,0,0
5,50,0,0,0,0,0,10,0,6,2,0,1,0,0
5,51,0,0,0,0,0,10,0,6,2,0,1,0,0
5,52,9,6,0,0,0,3,0,6,1,1,0,0,0
5,53,10,10,0,0,0,0,0,6,4,0,0,0,1
5,54,0,0,0,0,0,10,0,6,2,0,1,0,0
5,55,7,5,0,0,0,4,0,6,1,1,0,0,0
5,56,8,6,0,0,2,0,0,6,1,1,0,0,0
5,57,8,5,0,0,2,0,0,6,1,1,0,0,0
5,58,5,6,0,0,0,6,0,6,1,1,0,0,0
5,59,6,5,0,0,0,5,0,6,1,1,0,0,0
7,168,7,10,0,0,0,4,0,6,1,1,0,0,0
7,169,0,0,0,0,0,10,0,6,2,0,1,0,0
7,170,1,10,0,0,5,1,0,6,1,1,0,0,0
7,171,0,0,0,0,5,1,0,6,3,0,0,1,0
7,172,5,8,2,10,0,5,0,6,1,1,0,0,0
7,173,10,8,0,0,0,0,0,6,4,0,0,0,1
7,174,10,10,0,0,0,0,0,6,4,0,0,0,1
7,175,0,0,0,0,0,10,0,6,2,0,1,0,0
7,176,0,0,0,0,0,10,0,6,2,0,1,0,0
7,177,0,0,0,0,0,10,0,6,2,0,1,0,0
7,178,0,0,0,0,0,10,0,6,2,0,1,0,0
7,179,7,10,0,0,0,4,0,6,1,1,0,0,0
7,180,8,10,0,0,0,3,0,6,1,1,0,0,0
7,181,10,10,0,0,0,0,0,6,4,0,0,0,1
7,182,1,5,0,0,5,1,0,6,1,1,0,0,0
7,183,8,6,0,0,0,3,0,6,1,1,0,0,0
7,184,10,10,0,0,0,0,0,6,4,0,0,0,1
7,185,10,8,0,0,0,0,0,6,4,0,0,0,1
