STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4
5,14,0,0,9,5,1,1,1,3,3,0,0,1,0
5,15,0,0,0,0,0,10,0,3,1,1,0,0,0
5,16,0,0,0,0,0,10,0,3,1,1,0,0,0
5,17,0,0,0,0,0,10,0,3,1,1,0,0,0
5,18,0,0,0,0,0,10,0,3,1,1,0,0,0
5,19,0,0,0,0,0,0,10,3,2,0,1,0,0
5,20,0,0,0,0,0,0,10,3,2,0,1,0,0
7,115,10,9,0,0,0,0,0,3,4,0,0,0,1
7,116,10,10,0,0,0,0,0,3,4,0,0,0,1
7,117,6,6,0,0,0,6,0,3,4,0,0,0,1
7,118,10,10,0,0,0,0,0,3,4,0,0,0,1
7,119,4,10,4,7,1,2,0,3,3,0,0,1,0
7,120,0,0,0,0,0,10,0,3,1,1,0,0,0
7,121,0,0,0,0,0,10,0,3,1,1,0,0,0
7,122,0,0,0,0,0,10,0,3,1,1,0,0,0
7,123,0,0,0,0,0,10,0,3,1,1,0,0,0
7,124,0,0,0,0,0,10,0,3,1,1,0,0,0
7,125,0,0,0,0,5,1,0,3,1,0.994949772851893,0.00505022714810719,0,0
7,126,2,10,0,0,4,2,0,3,4,0,0,0,1
7,127,10,10,0,0,0,0,0,3,4,0,0,0,1
7,128,10,8,0,0,0,0,0,3,4,0,0,0,1
7,129,4,10,0,0,0,7,0,3,4,0,0,0,1
7,130,2,6,0,0,5,1,0,3,4,0,0,0,1
7,131,2,6,0,0,5,1,0,3,4,0,0,0,1
7,132,0,0,0,0,0,10,0,3,1,1,0,0,0
7,133,3,8,2,6,4,1,0,3,3,0,0,1,0
7,134,0,0,10,7,0,0,0,3,2,0,0.997159898903915,0.00284010109608542,0
7,135,0,0,0,0,0,10,0,3,1,1,0,0,0
7,136,0,0,0,0,0,10,0,3,1,1,0,0,0
7,137,0,0,0,0,0,10,0,3,1,1,0,0,0
9,328,3,10,4,9,0,2,2,3,3,0,0,1,0
9,329,0,0,0,0,0,10,0,3,1,1,0,0,0
9,330,0,0,0,0,0,0,10,3,2,0,1,0,0
