STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5,S6
5,66,0,0,10,4,0,0,0,9,5,0,0,0,0,1,0
5,67,5,7,0,0,3,3,0,9,1,0.999667225018077,0,0,0,0,0.000332774981922738
5,68,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
5,69,0,0,0,0,10,0,0,9,3,0,0,1,0,0,0
5,70,9,6,0,0,0,2,0,9,1,1,0,0,0,0,0
5,71,0,0,0,0,6,0,0,9,4,0,0,0,0.999995252234353,0,4.74776564740128e-06
5,72,7,5,0,0,0,4,0,9,1,0.999987396881677,0,0,0,0,1.26031183224908e-05
5,73,6,9,0,0,0,5,0,9,1,0.99999723361678,0,0,0,0,2.76638322030456e-06
5,74,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
5,75,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
5,76,0,0,10,5,0,0,0,9,5,0,0,0,0,0.999923532177263,7.64678227372811e-05
7,222,0,0,10,10,0,0,0,9,5,0,0,0,0,0.999938514996541,6.14850034595026e-05
7,223,0,0,10,6,0,0,0,9,5,0,0,0,0,0.999947158036112,5.28419638883621e-05
7,224,0,0,10,9,0,0,0,9,5,0,0,0,0,0.999950423991747,4.95760082527981e-05
7,225,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
7,226,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
7,227,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
7,228,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
7,229,0,0,0,0,5,1,0,9,4,0,0,0,0.999944003782297,0,5.5996217702935e-05
7,230,1,7,0,0,5,1,0,9,1,0.999943423720875,0,0,0,0,5.65762791250245e-05
7,231,6,8,0,0,2,3,0,9,1,0.999982309558483,0,0,0,0,1.76904415166287e-05
7,232,0,0,0,0,5,1,0,9,4,0,0,0,0.999895939980738,0,0.000104060019262455
7,233,0,0,10,8,0,1,0,9,5,0,0,0,0,0.976595960827819,0.0234040391721812
9,435,0,0,0,0,0,10,0,9,2,0,1,0,0,0,0
9,436,0,0,8,9,0,3,0,9,6,0,0,0,0,0,1
9,437,3,6,0,0,3,2,0,9,1,0.99942640028685,0,0,0,0,0.000573599713149638
9,438,3,3,0,0,0,8,0,9,1,0.999949335524161,0,0,0,0,5.0664475839128e-05
