STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5
5,25,6,5,4,7,0,0,1,5,4,0,0,0,1,0
5,26,10,3,0,0,0,0,0,5,5,0,0,0,0,1
5,27,0,0,0,0,0,10,0,5,2,0,1,0,0,0
5,28,0,0,0,0,0,0,10,5,3,0.000115183602321409,0,0.999884816397679,0,0
5,29,0,0,0,0,0,0,10,5,3,3.48952339347775e-05,0,0.999965104766065,0,0
5,30,0,0,0,0,0,0,10,5,3,3.48952339347775e-05,0,0.999965104766065,0,0
5,31,0,0,0,0,0,0,10,5,3,3.48952339347776e-05,0,0.999965104766065,0,0
7,153,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,154,0,0,10,7,0,1,0,5,4,0,0,0,1,0
7,155,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,156,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,157,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,158,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,159,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,160,0,0,0,0,0,10,0,5,2,0,1,0,0,0
7,161,10,10,0,0,0,0,0,5,5,0,0,0,0,1
7,162,10,10,0,0,0,0,0,5,5,0,0,0,0,1
7,163,3,7,0,0,5,1,0,5,5,0,0,0,0,1
7,164,0,0,0,0,6,0,0,5,1,1,0,0,0,0
7,165,8,7,0,0,0,3,0,5,5,0,0,0,0,1
7,166,9,9,0,0,0,2,0,5,5,0,0,0,0,1
7,167,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,369,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,370,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,371,9,10,0,0,0,2,0,5,5,0,0,0,0,1
9,372,10,7,0,0,0,0,0,5,5,0,0,0,0,1
9,373,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,374,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,375,0,0,10,8,0,0,2,5,4,0,0,0,1,0
9,376,0,0,0,0,0,0,10,5,3,0.000117575413211695,0,0.999882424586788,0,0
9,377,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,378,0,0,0,0,0,10,0,5,2,0,1,0,0,0
9,379,0,0,0,0,0,0,10,5,3,0.000115183602321409,0,0.999884816397679,0,0
9,380,8,9,0,0,0,2,2,5,5,0,0,0,0,1
9,381,5,8,0,0,2,2,1,5,5,0,0,0,0,1
9,382,5,6,0,0,1,3,3,5,5,0,0,0,0,1
9,383,6,10,0,0,0,0,6,5,5,0,0,0,0,1
9,384,10,7,0,0,0,0,0,5,5,0,0,0,0,1
9,385,3,7,0,0,3,1,1,5,5,0,0,0,0,1
9,386,0,0,0,0,0,10,0,5,2,0,1,0,0,0
10,494,0,0,0,0,0,10,0,5,2,0,1,0,0,0
10,495,0,0,0,0,0,0,10,5,3,0.000115183602321409,0,0.999884816397679,0,0
10,496,0,0,10,6,0,0,1,5,4,0,0,0,1,0
10,497,0,0,0,0,0,10,0,5,2,0,1,0,0,0
10,498,0,0,0,0,7,2,0,5,1,1,0,0,0,0
10,499,7,6,0,0,2,1,0,5,5,0,0,0,0,1
10,500,0,0,0,0,4,2,0,5,1,1,0,0,0,0
10,501,10,6,0,0,0,0,0,5,5,0,0,0,0,1
10,502,0,0,0,0,0,10,0,5,2,0,1,0,0,0
10,503,5,6,0,0,3,5,0,5,5,0,0,0,0,1
10,504,0,0,0,0,4,1,0,5,1,1,0,0,0,0
11,597,0,0,9,8,0,2,0,5,4,0,0,0,1,0
11,598,0,0,0,0,0,10,0,5,2,0,1,0,0,0
11,599,0,0,0,0,0,10,0,5,2,0,1,0,0,0
11,600,9,5,0,0,0,2,0,5,5,0,0,0,0,1
11,601,0,0,0,0,2,8,0,5,1,1,0,0,0,0
11,602,0,0,0,0,0,10,0,5,2,0,1,0,0,0
11,603,8,6,0,0,1,1,1,5,5,0,0,0,0,1
11,604,0,0,0,0,0,0,10,5,3,0.000105423985006716,0,0.999894576014993,0,0
11,605,6,7,1,10,1,3,0,5,5,0,0,0,0,1
11,606,0,0,10,10,0,0,0,5,4,0,0,0,1,0
12,664,0,0,10,9,0,1,0,5,4,0,0,0,1,0
