STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5
5,77,0,0,10,4,0,0,0,10,3,0,0,1,0,0
7,234,0,0,0,0,0,10,0,10,4,0,0,0,1,0
7,235,1,6,0,0,5,1,0,10,2,0,0.999202807054574,0,0,0.000797192945426193
7,236,0,0,0,0,0,10,0,10,4,0,0,0,1,0
7,237,0,0,0,0,0,10,0,10,4,0,0,0,1,0
7,238,0,0,0,0,0,10,0,10,4,0,0,0,1,0
7,239,0,0,0,0,5,1,0,10,5,0,0,0,0,1
7,240,3,10,6,7,0,3,0,10,2,0,0.999756395788679,0.000243604211321092,0,0
7,241,0,0,10,9,0,0,0,10,3,0,0,1,0,0
7,242,0,0,9,6,0,2,0,10,3,0,0,1,0,0
7,243,10,5,0,0,0,0,0,10,2,0,1,0,0,0
7,244,10,10,0,0,0,0,0,10,2,0,1,0,0,0
7,245,0,0,0,0,0,10,0,10,4,0,0,0,1,0
7,246,0,0,0,0,0,10,0,10,4,0,0,0,1,0
7,247,0,0,0,0,0,10,0,10,4,0,0,0,1,0
9,442,0,0,0,0,0,10,0,10,4,0,0,0,1,0
9,443,0,0,0,0,0,10,0,10,4,0,0,0,1,0
9,444,0,0,0,0,7,4,0,10,5,0,0,0,0,1
9,445,0,0,0,0,0,0,0,10,5,0.0381122387526137,0,0,0,0.961887761247386
9,446,3,6,0,0,3,2,0,10,2,0,0.999441923066999,0,0,0.000558076933001277
9,447,10,7,0,0,0,0,0,10,2,0,1,0,0,0
9,448,4,5,0,0,0,7,0,10,2,0,1,0,0,0
9,449,2,4,6,9,0,3,1,10,2,0,0.99991401287344,8.59871265600578e-05,0,0
9,450,0,0,0,0,0,10,0,10,4,0,0,0,1,0
10,531,0,0,0,0,0,6,6,10,5,0,0,0,0,1
10,532,0,0,10,4,0,0,0,10,3,0,0,1,0,0
10,533,0,0,0,0,0,10,0,10,4,0,0,0,1,0
10,534,0,0,0,0,0,7,4,10,1,0.972100022593133,0,0,0,0.0278999774068667
10,535,0,0,0,0,0,10,0,10,4,0,0,0,1,0
10,536,0,0,0,0,0,10,0,10,4,0,0,0,1,0
10,537,0,0,0,0,0,10,0,10,4,0,0,0,1,0
10,538,0,0,0,0,0,9,3,10,5,0,0,0,0,1
10,539,0,0,0,0,0,10,0,10,4,0,0,0,1,0
10,540,0,0,0,0,0,10,0,10,4,0,0,0,1,0
11,626,0,0,0,0,0,10,0,10,4,0,0,0,1,0
11,627,0,0,0,0,0,10,0,10,4,0,0,0,1,0
11,628,0,0,0,0,0,10,0,10,4,0,0,0,1,0
11,629,1,6,9,4,0,2,0,10,2,0,1,0,0,0
11,630,0,0,10,4,0,0,0,10,3,0,0,1,0,0
12,703,0,0,0,0,0,10,0,10,4,0,0,0,1,0
12,704,0,0,0,0,0,10,0,10,4,0,0,0,1,0
12,705,0,0,0,0,0,10,0,10,4,0,0,0,1,0
12,706,0,0,0,0,5,6,0,10,5,0,0,0,0,1
12,707,0,0,0,0,0,10,0,10,4,0,0,0,1,0
12,708,0,0,10,6,0,0,1,10,3,0,0,1,0,0
12,709,0,0,9,7,0,2,0,10,3,0,0,1,0,0
13,841,0,0,0,0,0,0,10,10,1,1,0,0,0,0
13,842,0,0,0,0,0,9,3,10,5,0,0,0,0,1
13,843,0,0,0,0,0,10,0,10,4,0,0,0,1,0
13,844,10,4,0,0,0,0,0,10,2,0,1,0,0,0
13,845,2,7,6,6,0,4,0,10,2,0,1,0,0,0
13,846,0,0,0,0,0,10,0,10,4,0,0,0,1,0
13,847,0,0,0,0,0,0,10,10,1,1,0,0,0,0
14,925,0,0,0,0,0,10,0,10,4,0,0,0,1,0
14,926,0,0,0,0,0,0,10,10,1,1,0,0,0,0
14,927,0,0,0,0,0,10,0,10,4,0,0,0,1,0
14,928,0,0,0,0,0,10,0,10,4,0,0,0,1,0
14,929,10,5,0,0,0,0,0,10,2,0,1,0,0,0
14,930,10,6,0,0,0,0,0,10,2,0,1,0,0,0
14,931,0,0,10,6,0,0,1,10,3,0,0,1,0,0
14,932,0,0,0,0,0,0,10,10,1,1,0,0,0,0
18,1062,0,0,0,0,0,10,0,10,4,0,0,0,1,0
18,1063,0,0,0,0,5,1,0,10,5,0,0,0,0,1
18,1064,0,0,0,0,6,0,0,10,5,0,0,0,0,1
18,1065,7,6,0,0,4,0,0,10,2,0,1,0,0,0
18,1066,10,5,0,0,0,0,0,10,2,0,1,0,0,0
18,1067,0,0,0,0,0,10,0,10,4,0,0,0,1,0
18,1068,0,0,0,0,0,10,0,10,4,0,0,0,1,0
18,1069,0,0,0,0,0,10,0,10,4,0,0,0,1,0
18,1070,0,0,0,0,0,10,0,10,4,0,0,0,1,0
18,1071,0,0,0,0,0,10,0,10,4,0,0,0,1,0
18,1072,0,0,10,5,0,0,0,10,3,0,0,1,0,0
19,1189,0,0,0,0,6,6,0,10,5,0,0,0,0,1
19,1190,0,0,0,0,6,6,0,10,5,0,0,0,0,1
19,1191,0,0,0,0,0,0,10,10,1,1,0,0,0,0
19,1192,0,0,0,0,0,10,0,10,4,0,0,0,1,0
19,1193,0,0,0,0,0,10,0,10,4,0,0,0,1,0
19,1194,0,0,0,0,0,10,0,10,4,0,0,0,1,0
19,1195,0,0,0,0,0,10,0,10,4,0,0,0,1,0
19,1196,4,4,6,3,1,1,0,10,2,0,0.999687741034647,0.000312258965352603,0,0
19,1197,5,0,0,0,0,5,3,10,5,0,0,0,0,1
20,1293,0,0,0,0,0,0,10,10,1,1,0,0,0,0
20,1294,0,0,0,0,0,0,10,10,1,1,0,0,0,0
20,1295,2,5,0,0,5,1,0,10,2,0,1,0,0,0
20,1296,6,7,4,5,0,2,0,10,2,0,1,0,0,0
20,1297,0,0,10,9,0,0,0,10,3,0,0,1,0,0
21,1385,0,0,10,3,0,0,0,10,3,0,0,1,0,0
21,1386,0,0,0,0,0,10,0,10,4,0,0,0,1,0
21,1387,1,6,0,0,5,1,0,10,2,0,0.999202807054574,0,0,0.000797192945426193
21,1388,0,0,0,0,0,10,0,10,4,0,0,0,1,0
21,1389,5,3,0,0,0,6,0,10,2,0,1,0,0,0
21,1390,0,0,0,0,0,6,6,10,5,0,0,0,0,1
22,1521,0,0,10,3,0,0,0,10,3,0,0,1,0,0
23,1628,0,0,0,0,0,10,0,10,4,0,0,0,1,0
23,1629,0,0,0,0,0,10,0,10,4,0,0,0,1,0
23,1630,0,0,0,0,0,10,0,10,4,0,0,0,1,0
23,1631,0,0,0,0,6,6,0,10,5,0,0,0,0,1
23,1632,2,6,0,0,4,1,0,10,2,0,0.999023825585676,0,0,0.000976174414324287
23,1633,3,4,5,5,2,1,0,10,2,0,1,0,0,0
24,1707,0,0,0,0,0,10,0,10,4,0,0,0,1,0
24,1708,0,0,0,0,0,10,0,10,4,0,0,0,1,0
24,1709,0,0,0,0,0,10,0,10,4,0,0,0,1,0
24,1710,0,0,10,5,0,0,0,10,3,0,0,1,0,0
24,1711,0,0,0,0,0,10,0,10,4,0,0,0,1,0
25,1817,0,0,0,0,0,0,10,10,1,1,0,0,0,0
25,1818,0,0,0,0,3,6,2,10,5,0,0,0,0,1
25,1819,0,0,0,0,5,2,0,10,5,0,0,0,0,1
25,1820,9,6,0,0,0,2,0,10,2,0,1,0,0,0
25,1821,0,0,0,0,4,4,0,10,5,0,0,0,0,1
25,1822,0,0,0,0,6,6,0,10,5,0,0,0,0,1
25,1823,5,7,0,0,1,4,0,10,2,0,1,0,0,0
25,1824,1,6,0,0,5,1,0,10,2,0,0.999740764628981,0,0,0.000259235371018617
25,1825,0,0,10,4,0,1,0,10,3,0,0,1,0,0
27,1959,0,0,10,4,0,0,0,10,3,0,0,1,0,0
28,2042,0,0,10,3,0,0,0,10,3,0,0,1,0,0
28,2043,0,0,0,0,0,0,10,10,1,1,0,0,0,0
28,2044,0,0,10,4,0,0,0,10,3,0,0,1,0,0
28,2045,0,0,0,0,0,10,0,10,4,0,0,0,1,0
28,2046,10,7,0,0,0,0,0,10,2,0,1,0,0,0
30,2135,5,4,5,4,1,1,1,10,2,0,1,0,0,0
31,2260,10,6,0,0,0,1,0,10,2,0,1,0,0,0
31,2261,0,0,0,0,0,10,0,10,4,0,0,0,1,0
31,2262,0,0,0,0,0,10,0,10,4,0,0,0,1,0
31,2263,0,0,0,0,0,10,0,10,4,0,0,0,1,0
31,2264,0,0,0,0,0,10,0,10,4,0,0,0,1,0
31,2265,0,0,0,0,0,0,10,10,1,1,0,0,0,0
31,2266,0,0,8,4,1,1,2,10,3,0,0,1,0,0
31,2267,0,0,0,0,0,10,0,10,4,0,0,0,1,0
31,2268,0,0,0,0,0,10,0,10,4,0,0,0,1,0
31,2269,0,0,0,0,0,0,10,10,1,1,0,0,0,0
32,2331,0,0,0,0,0,2,9,10,5,0,0,0,0,1
34,2436,0,0,10,3,0,0,0,10,3,0,0,1,0,0
36,2537,0,0,0,0,0,10,0,10,4,0,0,0,1,0
36,2538,0,0,0,0,0,10,0,10,4,0,0,0,1,0
36,2539,0,0,0,0,0,10,0,10,4,0,0,0,1,0
36,2540,0,0,0,0,0,10,0,10,4,0,0,0,1,0
36,2541,0,0,0,0,0,10,0,10,4,0,0,0,1,0
36,2542,0,0,9,5,0,0,2,10,3,0,0,1,0,0
37,2627,0,0,0,0,0,10,0,10,4,0,0,0,1,0
37,2628,0,0,0,0,5,2,2,10,5,0,0,0,0,1
37,2629,0,0,0,0,6,0,0,10,5,0,0,0,0,1
37,2630,4,4,0,0,3,1,0,10,2,0,0.999483579689123,0,0,0.000516420310877028
37,2631,2,5,4,3,1,1,5,10,2,0,1,0,0,0
38,2884,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2885,8,4,0,0,1,2,0,10,2,0,1,0,0,0
38,2886,8,6,0,0,0,3,0,10,2,0,1,0,0,0
38,2887,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2888,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2889,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2890,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2891,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2892,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2893,3,5,0,0,5,2,0,10,2,0,1,0,0,0
38,2894,3,3,0,0,5,0,0,10,2,0,1,0,0,0
38,2895,0,0,0,0,0,9,3,10,5,0,0,0,0,1
38,2896,10,10,0,0,0,0,0,10,2,0,1,0,0,0
38,2897,6,6,2,3,0,4,1,10,2,0,1,0,0,0
38,2898,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2899,10,9,0,0,0,0,0,10,2,0,1,0,0,0
38,2900,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2901,0,0,9,2,0,2,0,10,3,0,0,1,0,0
38,2902,0,0,10,6,0,0,1,10,3,0,0,1,0,0
38,2903,0,0,0,0,0,0,10,10,1,1,0,0,0,0
38,2904,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2905,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2906,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2907,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2908,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2909,0,0,0,0,0,10,0,10,4,0,0,0,1,0
38,2910,0,0,0,0,0,10,0,10,4,0,0,0,1,0
40,3039,0,0,0,0,0,10,0,10,4,0,0,0,1,0
