STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4
679,109,6,10,0,0,0,6,0,9,4,0,0,0,1
679,110,0,0,0,0,6,0,0,9,3,0,0,0.998658262688616,0.0013417373113836
679,111,2,3,0,0,7,1,0,9,4,0,0,0,1
679,112,0,0,0,0,10,0,0,9,3,0,0,0.999335034569149,0.000664965430851141
679,113,1,3,3,5,6,0,0,9,4,0,0,0,1
679,114,0,0,0,0,5,3,0,9,3,0,0,0.996594654582055,0.00340534541794487
679,115,0,0,0,0,0,10,0,9,1,1,0,0,0
679,116,0,0,0,0,0,6,5,9,1,1,0,0,0
679,117,0,0,0,0,4,4,0,9,3,0,0,0.999074286204119,0.000925713795881414
680,276,0,0,0,0,0,10,0,9,1,1,0,0,0
680,277,0,0,0,0,0,10,0,9,1,1,0,0,0
680,278,0,0,0,0,0,10,0,9,1,1,0,0,0
680,279,0,0,0,0,0,10,0,9,1,1,0,0,0
680,280,0,0,0,0,0,10,0,9,1,1,0,0,0
680,281,0,0,0,0,0,10,0,9,1,1,0,0,0
680,282,0,0,0,0,0,10,0,9,1,1,0,0,0
680,283,10,9,0,0,0,1,0,9,4,0,0,0,1
680,284,10,6,0,0,0,0,0,9,4,0,0,0,1
680,285,10,6,0,0,0,0,0,9,4,0,0,0,1
680,286,0,0,10,9,0,1,0,9,2,0,0.999823329642129,0,0.000176670357871251
680,287,9,9,0,0,0,2,0,9,4,0,0,0,1
680,288,4,10,0,0,0,7,0,9,4,0,0,0,1
680,289,0,0,0,0,0,10,0,9,1,1,0,0,0
680,290,0,0,0,0,0,10,0,9,1,1,0,0,0
680,291,0,0,0,0,0,10,0,9,1,1,0,0,0
680,292,0,0,0,0,0,10,0,9,1,1,0,0,0
681,382,0,0,0,0,4,4,0,9,3,0,0,0.999074286204119,0.000925713795881414
681,383,0,0,10,3,0,0,0,9,2,0,0.999996576590451,0,3.42340954905777e-06
681,384,10,8,0,0,0,0,0,9,4,0,0,0,1
682,437,0,0,0,0,0,10,0,9,1,1,0,0,0
683,498,0,0,0,0,0,10,0,9,1,1,0,0,0
689,569,0,0,0,0,0,0,10,9,1,1,0,0,0
691,647,0,0,0,0,0,0,10,9,1,1,0,0,0
691,648,0,0,10,3,0,0,0,9,2,0,0.999999192563432,0,8.07436568099109e-07
693,720,0,0,10,4,0,0,0,9,2,0,0.999999583940238,0,4.16059762226302e-07
693,721,0,0,0,0,5,2,0,9,3,0,0,0.998316191585262,0.0016838084147384
693,722,0,0,0,0,6,0,0,9,3,0,0,0.999334336822922,0.000665663177078261
693,723,0,0,9,5,1,1,0,9,2,0,0.935953380004462,0,0.0640466199955378
694,799,0,0,9,3,1,1,0,9,2,0,0.998565419664426,0,0.00143458033557437
694,800,0,0,0,0,0,10,0,9,1,1,0,0,0
694,801,0,0,0,0,0,10,0,9,1,1,0,0,0
694,802,2,5,1,9,4,1,0,9,4,0,0,0,1
695,853,0,0,10,4,0,0,0,9,2,0,0.999996924947983,0,3.07505201667123e-06
695,854,0,0,10,4,0,0,0,9,2,0,0.999999583940238,0,4.16059762226301e-07
699,886,0,0,10,9,0,0,0,9,2,0,0.999997456225933,0,2.54377406705517e-06
699,887,0,0,0,0,0,10,0,9,1,1,0,0,0
700,945,0,0,1,10,0,10,0,9,2,0,1,0,0
700,946,0,0,10,5,0,0,0,9,2,0,0.999998819561423,0,1.18043857735935e-06
700,947,0,0,0,0,0,10,0,9,1,1,0,0,0
700,948,0,0,0,0,6,6,0,9,3,0,0,0.999949944838799,5.00551612014356e-05
700,949,9,6,0,0,2,2,0,9,4,0,0,0,1
700,950,10,5,0,0,0,0,0,9,4,0,0,0,1
700,951,4,5,5,5,2,1,0,9,4,0,0,0,1
701,1054,0,0,0,0,0,10,0,9,1,1,0,0,0
701,1055,0,0,0,0,6,6,0,9,3,0,0,0.999949944838799,5.00551612014356e-05
701,1056,5,7,3,10,2,2,0,9,4,0,0,0,1
701,1057,0,0,0,0,0,8,3,9,3,0,0,1,0
701,1058,0,0,0,0,0,6,6,9,3,0,0,1,0
701,1059,0,0,0,0,0,10,0,9,1,1,0,0,0
702,1143,0,0,10,5,0,0,0,9,2,0,0.999996727753977,0,3.27224602270059e-06
702,1144,0,0,0,0,0,10,0,9,1,1,0,0,0
702,1145,0,0,0,0,0,10,0,9,1,1,0,0,0
702,1146,0,0,10,3,0,0,0,9,2,0,0.999999192563432,0,8.07436568099109e-07
705,1244,0,0,10,5,0,0,0,9,2,0,0.999998819561423,0,1.18043857735935e-06
