STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4
679,1,0,0,0,0,5,2,0,2,3,0,0,1,0
679,2,8,5,0,0,0,3,0,2,1,1,0,0,0
679,3,1,10,0,0,9,1,0,2,1,1,0,0,0
679,4,0,0,0,0,0,10,0,2,2,0,0.999821876722258,0,0.000178123277741642
679,5,10,6,0,0,0,0,0,2,4,0.00555209789071617,0,0,0.994447902109284
679,6,0,0,5,10,0,6,0,2,3,0,0,1,0
679,7,0,0,10,5,0,0,0,2,3,0,0,1,0
679,8,0,0,0,0,0,10,0,2,2,0,0.999902817058854,0,9.718294114603e-05
679,9,8,6,0,0,0,3,0,2,1,1,0,0,0
679,10,0,0,10,0,0,0,0,2,3,0,0,1,0
679,11,9,6,0,0,0,2,0,2,1,1,0,0,0
679,12,0,0,10,5,0,0,0,2,3,0,0,1,0
679,13,0,0,0,0,0,9,3,2,3,0,0,1,0
679,14,0,0,0,0,0,10,0,2,2,0,0.999902817058854,0,9.718294114603e-05
679,15,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
680,163,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
680,164,5,10,0,0,2,3,2,2,1,1,0,0,0
680,165,0,0,0,0,0,10,0,2,2,0,0.999821876722258,0,0.000178123277741642
680,166,0,0,0,0,0,0,10,2,4,0,0,0,1
680,167,8,7,0,0,0,3,0,2,1,1,0,0,0
680,168,0,0,0,0,0,10,0,2,2,0,0.999821876722258,0,0.000178123277741642
680,169,10,6,0,0,0,0,0,2,4,0.00555209789071617,0,0,0.994447902109284
680,170,10,6,0,0,0,0,0,2,4,0.00478221567546936,0,0,0.995217784324531
680,171,0,0,0,0,0,10,0,2,2,0,0.999757396771617,0,0.000242603228383212
680,172,10,10,0,0,0,1,0,2,1,1,0,0,0
680,173,1,6,7,10,0,1,2,2,1,1,0,0,0
680,174,7,10,0,0,0,4,0,2,1,1,0,0,0
680,175,0,0,0,0,0,0,10,2,4,0,0,0,1
680,176,0,0,0,0,0,0,10,2,4,0,0,0,1
680,177,0,0,0,0,0,0,10,2,4,0,0,0,1
680,178,0,0,0,0,0,10,0,2,2,0,0.999757396771617,0,0.000242603228383212
680,179,0,0,0,0,0,0,10,2,4,0,0,0,1
680,180,0,0,0,0,0,10,0,2,2,0,0.999757396771617,0,0.000242603228383212
680,181,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
680,182,8,9,2,0,0,2,0,2,1,1,0,0,0
680,183,0,0,10,7,0,0,1,2,3,0,0,1,0
681,350,4,10,0,0,0,4,3,2,1,1,0,0,0
681,351,0,0,0,0,0,10,0,2,2,0,0.999821876722258,0,0.000178123277741642
681,352,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
681,353,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
681,354,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
681,355,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
681,356,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
681,357,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
681,358,10,6,0,0,0,0,0,2,4,0.00555209789071617,0,0,0.994447902109284
681,359,10,6,0,0,0,0,0,2,4,0.00478221567546936,0,0,0.995217784324531
681,360,8,0,0,0,0,3,0,2,1,1,0,0,0
682,402,6,10,0,0,3,3,0,2,1,1,0,0,0
682,403,0,0,0,0,0,10,0,2,2,0,0.999821876722258,0,0.000178123277741642
682,404,0,0,0,0,0,0,10,2,4,0,0,0,1
682,405,0,0,10,10,0,0,0,2,3,0,0,1,0
683,448,5,6,3,5,2,1,1,2,1,1,0,0,0
683,449,9,4,1,10,0,1,1,2,1,1,0,0,0
683,450,0,0,8,6,0,1,3,2,3,0,0,1,0
683,451,0,0,0,0,0,0,10,2,4,0,0,0,1
683,452,0,0,0,0,0,0,10,2,4,0,0,0,1
683,453,0,0,0,0,0,9,3,2,3,0,0,1,0
683,454,0,0,0,0,0,10,0,2,2,0,0.999902817058854,0,9.718294114603e-05
683,455,10,6,0,0,0,0,0,2,4,0.00555209789071617,0,0,0.994447902109284
683,456,0,0,0,0,0,10,0,2,2,0,0.999757396771617,0,0.000242603228383212
688,508,0,0,0,0,0,10,0,2,2,0,0.999914626486585,0,8.5373513414578e-05
