STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5
679,62,10,5,0,0,0,1,0,6,2,0,1,0,0,0
679,63,0,0,0,0,0,10,0,6,5,0,0,0,0,1
679,64,10,9,0,0,0,0,0,6,2,0,0.999932346986082,6.7653013918307e-05,0,0
679,65,4,2,0,0,5,1,0,6,3,0,0,1,0,0
679,66,0,0,0,0,0,10,0,6,5,0,0,0,0,1
679,67,10,10,0,0,0,0,0,6,2,0,0.999928374262792,7.16257372083575e-05,0,0
679,68,10,10,0,0,0,0,0,6,2,0,0.999968070692175,3.192930782555e-05,0,0
679,69,10,8,0,0,0,0,0,6,2,0,0.999974429543733,2.55704562671111e-05,0,0
679,70,10,3,0,0,0,0,0,6,2,0,0.999961631983939,3.83680160606184e-05,0,0
679,71,8,7,0,0,0,3,0,6,3,0,0,1,0,0
679,72,10,10,0,0,0,0,0,6,2,0,0.999925447034308,7.45529656923446e-05,0,0
679,73,10,10,0,0,0,0,0,6,2,0,0.999968070692175,3.192930782555e-05,0,0
679,74,10,0,0,0,0,0,0,6,2,0,0.999978703818075,2.12961819256093e-05,0,0
679,75,10,10,0,0,0,0,0,6,2,0,0.999968070692175,3.192930782555e-05,0,0
679,76,10,9,0,0,0,0,0,6,2,0,0.999969841718431,3.01582815692369e-05,0,0
679,77,2,0,0,0,7,0,0,6,4,0,0,0.199691498030596,0.800308501969404,0
679,78,0,0,0,0,0,10,0,6,5,0,0,0,0,1
679,79,0,0,0,0,0,0,10,6,1,1,0,0,0,0
679,80,7,8,0,0,0,4,0,6,3,0,0,1,0,0
679,81,6,3,0,0,0,6,0,6,3,0,0,1,0,0
679,82,9,4,0,0,1,0,0,6,3,0,0,1,0,0
679,83,7,5,0,0,0,4,0,6,3,0,0,1,0,0
679,84,10,4,0,0,0,1,0,6,2,0,0.998467977495976,0.00153202250402441,0,0
679,85,10,7,0,0,0,0,0,6,2,0,0.99996602466442,3.39753355804237e-05,0,0
679,86,10,7,0,0,0,0,0,6,2,0,0.99996602466442,3.39753355804237e-05,0,0
679,87,7,3,0,0,0,4,0,6,3,0,0,1,0,0
679,88,10,4,0,0,0,0,0,6,2,0,0.999908040651881,9.1959348118948e-05,0,0
679,89,10,6,0,0,0,0,0,6,2,0,0.999959860569707,4.01394302933982e-05,0,0
679,90,10,6,0,0,0,0,0,6,2,0,0.999959860569707,4.01394302933983e-05,0,0
679,91,10,3,0,0,0,0,0,6,2,0,0.999961631983939,3.83680160606184e-05,0,0
679,92,0,0,0,0,0,10,0,6,5,0,0,0,0,1
679,93,0,0,10,10,0,0,0,6,1,1,0,0,0,0
679,94,0,0,0,0,0,10,0,6,5,0,0,0,0,1
679,95,0,0,0,0,0,10,0,6,5,0,0,0,0,1
679,96,0,0,0,0,0,10,0,6,5,0,0,0,0,1
680,237,0,0,0,0,0,10,0,6,5,0,0,0,0,1
680,238,0,0,0,0,0,10,0,6,5,0,0,0,0,1
680,239,7,10,0,0,0,4,0,6,3,0,0,1,0,0
680,240,0,0,0,0,0,10,0,6,5,0,0,0,0,1
680,241,0,0,0,0,0,0,10,6,1,1,0,0,0,0
680,242,0,0,0,0,0,10,0,6,5,0,0,0,0,1
680,243,0,0,0,0,0,10,0,6,5,0,0,0,0,1
680,244,9,9,0,0,0,2,0,6,3,0,0,1,0,0
680,245,8,10,0,0,0,3,0,6,3,0,0,1,0,0
