STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,WEEK,state,S1,S2,S3,S4,S5,S6
679,16,0,0,0,0,6,2,0,3,1,1,0,0,0,0,0
679,17,3,6,2,6,4,1,0,3,2,0,1,0,0,0,0
679,18,1,10,6,4,4,1,0,3,2,0,1,0,0,0,0
679,19,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
679,20,0,0,10,3,0,0,0,3,6,0,7.4193015391959e-06,0,0,0,0.999992580698461
679,21,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
679,22,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
679,23,0,0,0,0,9,1,0,3,1,1,0,0,0,0,0
680,184,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,185,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,186,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,187,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,188,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,189,9,9,0,0,0,2,0,3,3,0,0,1,0,0,0
680,190,9,7,0,0,0,2,0,3,3,0,0,1,0,0,0
680,191,0,0,10,6,0,0,1,3,6,0,0.000161866819668315,0,0,0,0.999838133180332
680,192,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,193,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,194,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,195,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,196,0,0,10,7,0,0,0,3,6,0,8.66443655646147e-06,0,0,0,0.999991335563444
680,197,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
680,198,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
681,361,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
681,362,1,10,0,0,5,1,0,3,3,0,0,1,0,0,0
681,363,9,7,0,0,0,3,0,3,3,0,0,1,0,0,0
681,364,10,6,0,0,0,1,0,3,4,0,0,0.0272815002173832,0.972718499782617,0,0
681,365,0,0,10,2,0,0,0,3,6,0,3.65536113302293e-05,0,0,0,0.99996344638867
681,366,10,4,0,0,0,1,0,3,4,0,0,0.0310603922668223,0.968939607733178,0,0
681,367,10,6,0,0,0,0,0,3,4,0,0,8.27564490092172e-05,0.999917243550991,0,0
682,406,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
682,407,0,0,9,6,0,2,0,3,6,0,0.0390331099863845,0,0,0,0.960966890013615
682,408,0,0,9,0,0,0,2,3,6,0,0,0,0,0,1
682,409,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
683,457,0,0,10,5,0,0,0,3,6,0,1.99149780747669e-05,0,0,0,0.999980085021925
683,458,2,8,8,3,1,1,0,3,2,0,1,0,0,0,0
683,459,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
683,460,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
683,461,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
688,510,8,8,0,0,0,3,0,3,3,0,0,1,0,0,0
688,511,3,4,0,0,0,8,0,3,3,0,0,1,0,0,0
689,547,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
689,548,2,10,7,5,1,1,0,3,2,0,1,0,0,0,0
691,591,0,0,0,0,4,4,0,3,1,1,0,0,0,0,0
691,592,9,5,1,0,0,1,1,3,3,0,0,1,0,0,0
691,593,0,0,0,0,6,2,0,3,1,1,0,0,0,0,0
691,594,0,0,0,0,4,4,0,3,1,1,0,0,0,0,0
691,595,0,0,0,0,10,0,0,3,1,1,0,0,0,0,0
691,596,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
691,597,7,10,0,0,0,4,0,3,3,0,0,1,0,0,0
691,598,9,6,0,0,2,0,0,3,3,0,0,1,0,0,0
691,599,2,9,8,7,1,1,0,3,2,0,1,0,0,0,0
691,600,0,0,10,9,0,0,0,3,6,0,7.32118544957851e-06,0,0,0,0.99999267881455
691,601,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
693,663,0,0,0,0,0,9,3,3,1,1,0,0,0,0,0
693,664,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
693,665,0,0,10,8,0,0,0,3,6,0,1.82336630322665e-05,0,0,0,0.999981766336968
693,666,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
693,667,0,0,0,0,6,6,0,3,1,1,0,0,0,0,0
693,668,10,10,0,0,0,0,0,3,4,0,0,0.000632825629144438,0.999367174370856,0,0
693,669,0,0,0,0,5,5,0,3,1,1,0,0,0,0,0
693,670,0,0,0,0,4,7,0,3,1,1,0,0,0,0,0
693,671,10,10,0,0,0,0,0,3,4,0,0,0.000632825629144438,0.999367174370856,0,0
693,672,10,5,0,0,0,0,0,3,4,0,0,0.000116083145882055,0.999883916854118,0,0
693,673,0,0,10,4,0,1,0,3,6,0,0.000864325394685411,0,0,0,0.999135674605315
693,674,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
693,675,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
694,749,0,0,0,0,0,5,6,3,1,1,0,0,0,0,0
694,750,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
694,751,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
694,752,2,7,1,3,4,2,0,3,2,0,1,0,0,0,0
694,753,0,0,7,7,0,4,0,3,6,0,0.0703738199209729,0,0,0,0.929626180079027
694,754,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
694,755,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
694,756,3,7,3,5,3,1,1,3,2,0,1,0,0,0,0
695,818,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
695,819,7,7,0,0,0,4,0,3,3,0,0,1,0,0,0
695,820,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
695,821,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
695,822,2,7,0,0,5,1,0,3,3,0,0,1,0,0,0
695,823,0,0,0,0,6,0,0,3,1,1,0,0,0,0,0
695,824,3,5,6,5,1,1,0,3,2,0,1,0,0,0,0
699,863,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
699,864,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
699,865,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
699,866,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
699,867,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
700,903,9,8,0,0,0,3,0,3,3,0,0,1,0,0,0
700,904,0,0,10,10,0,0,0,3,6,0,3.46658070844552e-05,0,0,0,0.999965334192915
700,905,0,0,10,5,0,0,0,3,6,0,8.04004926912546e-06,0,0,0,0.999991959950731
700,906,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
700,907,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
700,908,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
700,909,2,5,0,0,5,2,0,3,3,0,0,1,0,0,0
700,910,8,5,0,0,2,1,0,3,3,0,0,1,0,0,0
700,911,4,6,0,0,3,1,0,3,3,0,0,1,0,0,0
700,912,10,5,0,0,0,0,0,3,4,0,0,0.00070134101954823,0.999298658980452,0,0
700,913,10,4,0,0,0,0,0,3,4,0,0,6.40146930681081e-05,0.999935985306932,0,0
700,914,0,0,10,4,0,0,0,3,6,0,2.31363404525021e-05,0,0,0,0.999976863659548
701,972,6,10,0,0,0,6,0,3,4,0,0,0.174333420130609,0.825666579869391,0,0
701,973,6,10,0,0,0,3,2,3,3,0,0,1,0,0,0
701,974,0,0,0,0,4,4,0,3,1,1,0,0,0,0,0
701,975,3,10,0,0,4,1,0,3,3,0,0,1,0,0,0
701,976,3,10,0,0,4,2,0,3,3,0,0,1,0,0,0
701,977,9,6,0,0,0,2,0,3,3,0,0,1,0,0,0
701,978,6,10,0,0,3,2,0,3,3,0,0,1,0,0,0
701,979,0,0,10,9,0,1,0,3,6,0,0.000833572483691969,0,0,0,0.999166427516308
701,980,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
701,981,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
701,982,0,0,0,0,0,9,2,3,1,1,0,0,0,0,0
701,983,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
701,984,4,8,7,7,0,1,0,3,2,0,1,0,0,0,0
701,985,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
701,986,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
702,1093,6,9,0,0,0,6,0,3,4,0,0,0.205657386391807,0.794342613608193,0,0
702,1094,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
703,1193,0,0,10,5,0,0,0,3,6,0,1.28294237155194e-05,0,0,0,0.999987170576285
703,1194,0,0,0,0,0,0,10,3,1,1,0,0,0,0,0
705,1215,4,9,6,8,0,1,0,3,2,0,1,0,0,0,0
705,1216,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
705,1217,0,0,0,0,0,10,0,3,5,0,0,0,0,1,0
