user_id,W2_Sun_MCQ,W2_Sun_EXE,W2_Sun_VIDEO,W2_Sun_RES,W2_Sun_METACOG,W2_Mon_MCQ,W2_Mon_EXE,W2_Mon_VIDEO,W2_Mon_RES,W2_Mon_METACOG,W2_Tue_MCQ,W2_Tue_EXE,W2_Tue_VIDEO,W2_Tue_RES,W2_Tue_METACOG,W2_Wed_MCQ,W2_Wed_EXE,W2_Wed_VIDEO,W2_Wed_RES,W2_Wed_METACOG,W2_Thu_MCQ,W2_Thu_EXE,W2_Thu_VIDEO,W2_Thu_RES,W2_Thu_METACOG,W2_Fri_MCQ,W2_Fri_EXE,W2_Fri_VIDEO,W2_Fri_RES,W2_Fri_METACOG,W2_Sat_MCQ,W2_Sat_EXE,W2_Sat_VIDEO,W2_Sat_RES,W2_Sat_METACOG,W3_Sun_MCQ,W3_Sun_EXE,W3_Sun_VIDEO,W3_Sun_RES,W3_Sun_METACOG,W3_Mon_MCQ,W3_Mon_EXE,W3_Mon_VIDEO,W3_Mon_RES,W3_Mon_METACOG,W3_Tue_MCQ,W3_Tue_EXE,W3_Tue_VIDEO,W3_Tue_RES,W3_Tue_METACOG,W3_Wed_MCQ,W3_Wed_EXE,W3_Wed_VIDEO,W3_Wed_RES,W3_Wed_METACOG,W3_Thu_MCQ,W3_Thu_EXE,W3_Thu_VIDEO,W3_Thu_RES,W3_Thu_METACOG,W3_Fri_MCQ,W3_Fri_EXE,W3_Fri_VIDEO,W3_Fri_RES,W3_Fri_METACOG,W3_Sat_MCQ,W3_Sat_EXE,W3_Sat_VIDEO,W3_Sat_RES,W3_Sat_METACOG,W4_Sun_MCQ,W4_Sun_EXE,W4_Sun_VIDEO,W4_Sun_RES,W4_Sun_METACOG,W4_Mon_MCQ,W4_Mon_EXE,W4_Mon_VIDEO,W4_Mon_RES,W4_Mon_METACOG,W4_Tue_MCQ,W4_Tue_EXE,W4_Tue_VIDEO,W4_Tue_RES,W4_Tue_METACOG,W4_Wed_MCQ,W4_Wed_EXE,W4_Wed_VIDEO,W4_Wed_RES,W4_Wed_METACOG,W4_Thu_MCQ,W4_Thu_EXE,W4_Thu_VIDEO,W4_Thu_RES,W4_Thu_METACOG,W4_Fri_MCQ,W4_Fri_EXE,W4_Fri_VIDEO,W4_Fri_RES,W4_Fri_METACOG,W4_Sat_MCQ,W4_Sat_EXE,W4_Sat_VIDEO,W4_Sat_RES,W4_Sat_METACOG,W5_Sun_MCQ,W5_Sun_EXE,W5_Sun_VIDEO,W5_Sun_RES,W5_Sun_METACOG,W5_Mon_MCQ,W5_Mon_EXE,W5_Mon_VIDEO,W5_Mon_RES,W5_Mon_METACOG,W5_Tue_MCQ,W5_Tue_EXE,W5_Tue_VIDEO,W5_Tue_RES,W5_Tue_METACOG,W5_Wed_MCQ,W5_Wed_EXE,W5_Wed_VIDEO,W5_Wed_RES,W5_Wed_METACOG,W5_Thu_MCQ,W5_Thu_EXE,W5_Thu_VIDEO,W5_Thu_RES,W5_Thu_METACOG,W5_Fri_MCQ,W5_Fri_EXE,W5_Fri_VIDEO,W5_Fri_RES,W5_Fri_METACOG,W5_Sat_MCQ,W5_Sat_EXE,W5_Sat_VIDEO,W5_Sat_RES,W5_Sat_METACOG,W6_Sun_MCQ,W6_Sun_EXE,W6_Sun_VIDEO,W6_Sun_RES,W6_Sun_METACOG,W6_Mon_MCQ,W6_Mon_EXE,W6_Mon_VIDEO,W6_Mon_RES,W6_Mon_METACOG,W6_Tue_MCQ,W6_Tue_EXE,W6_Tue_VIDEO,W6_Tue_RES,W6_Tue_METACOG,W6_Wed_MCQ,W6_Wed_EXE,W6_Wed_VIDEO,W6_Wed_RES,W6_Wed_METACOG,W6_Thu_MCQ,W6_Thu_EXE,W6_Thu_VIDEO,W6_Thu_RES,W6_Thu_METACOG,W6_Fri_MCQ,W6_Fri_EXE,W6_Fri_VIDEO,W6_Fri_RES,W6_Fri_METACOG,W6_Sat_MCQ,W6_Sat_EXE,W6_Sat_VIDEO,W6_Sat_RES,W6_Sat_METACOG,W7_Sun_MCQ,W7_Sun_EXE,W7_Sun_VIDEO,W7_Sun_RES,W7_Sun_METACOG,W7_Mon_MCQ,W7_Mon_EXE,W7_Mon_VIDEO,W7_Mon_RES,W7_Mon_METACOG,W7_Tue_MCQ,W7_Tue_EXE,W7_Tue_VIDEO,W7_Tue_RES,W7_Tue_METACOG,W7_Wed_MCQ,W7_Wed_EXE,W7_Wed_VIDEO,W7_Wed_RES,W7_Wed_METACOG,W7_Thu_MCQ,W7_Thu_EXE,W7_Thu_VIDEO,W7_Thu_RES,W7_Thu_METACOG,W7_Fri_MCQ,W7_Fri_EXE,W7_Fri_VIDEO,W7_Fri_RES,W7_Fri_METACOG,W7_Sat_MCQ,W7_Sat_EXE,W7_Sat_VIDEO,W7_Sat_RES,W7_Sat_METACOG,W8_Sun_MCQ,W8_Sun_EXE,W8_Sun_VIDEO,W8_Sun_RES,W8_Sun_METACOG,W8_Mon_MCQ,W8_Mon_EXE,W8_Mon_VIDEO,W8_Mon_RES,W8_Mon_METACOG,W8_Tue_MCQ,W8_Tue_EXE,W8_Tue_VIDEO,W8_Tue_RES,W8_Tue_METACOG,W8_Wed_MCQ,W8_Wed_EXE,W8_Wed_VIDEO,W8_Wed_RES,W8_Wed_METACOG,W8_Thu_MCQ,W8_Thu_EXE,W8_Thu_VIDEO,W8_Thu_RES,W8_Thu_METACOG,W8_Fri_MCQ,W8_Fri_EXE,W8_Fri_VIDEO,W8_Fri_RES,W8_Fri_METACOG,W8_Sat_MCQ,W8_Sat_EXE,W8_Sat_VIDEO,W8_Sat_RES,W8_Sat_METACOG,W9_Sun_MCQ,W9_Sun_EXE,W9_Sun_VIDEO,W9_Sun_RES,W9_Sun_METACOG,W9_Mon_MCQ,W9_Mon_EXE,W9_Mon_VIDEO,W9_Mon_RES,W9_Mon_METACOG,W9_Tue_MCQ,W9_Tue_EXE,W9_Tue_VIDEO,W9_Tue_RES,W9_Tue_METACOG,W9_Wed_MCQ,W9_Wed_EXE,W9_Wed_VIDEO,W9_Wed_RES,W9_Wed_METACOG,W9_Thu_MCQ,W9_Thu_EXE,W9_Thu_VIDEO,W9_Thu_RES,W9_Thu_METACOG,W9_Fri_MCQ,W9_Fri_EXE,W9_Fri_VIDEO,W9_Fri_RES,W9_Fri_METACOG,W9_Sat_MCQ,W9_Sat_EXE,W9_Sat_VIDEO,W9_Sat_RES,W9_Sat_METACOG,W10_Sun_MCQ,W10_Sun_EXE,W10_Sun_VIDEO,W10_Sun_RES,W10_Sun_METACOG,W10_Mon_MCQ,W10_Mon_EXE,W10_Mon_VIDEO,W10_Mon_RES,W10_Mon_METACOG,W10_Tue_MCQ,W10_Tue_EXE,W10_Tue_VIDEO,W10_Tue_RES,W10_Tue_METACOG,W10_Wed_MCQ,W10_Wed_EXE,W10_Wed_VIDEO,W10_Wed_RES,W10_Wed_METACOG,W10_Thu_MCQ,W10_Thu_EXE,W10_Thu_VIDEO,W10_Thu_RES,W10_Thu_METACOG,W10_Fri_MCQ,W10_Fri_EXE,W10_Fri_VIDEO,W10_Fri_RES,W10_Fri_METACOG,W10_Sat_MCQ,W10_Sat_EXE,W10_Sat_VIDEO,W10_Sat_RES,W10_Sat_METACOG,W11_Sun_MCQ,W11_Sun_EXE,W11_Sun_VIDEO,W11_Sun_RES,W11_Sun_METACOG,W11_Mon_MCQ,W11_Mon_EXE,W11_Mon_VIDEO,W11_Mon_RES,W11_Mon_METACOG,W11_Tue_MCQ,W11_Tue_EXE,W11_Tue_VIDEO,W11_Tue_RES,W11_Tue_METACOG,W11_Wed_MCQ,W11_Wed_EXE,W11_Wed_VIDEO,W11_Wed_RES,W11_Wed_METACOG,W11_Thu_MCQ,W11_Thu_EXE,W11_Thu_VIDEO,W11_Thu_RES,W11_Thu_METACOG,W11_Fri_MCQ,W11_Fri_EXE,W11_Fri_VIDEO,W11_Fri_RES,W11_Fri_METACOG,W11_Sat_MCQ,W11_Sat_EXE,W11_Sat_VIDEO,W11_Sat_RES,W11_Sat_METACOG,W12_Sun_MCQ,W12_Sun_EXE,W12_Sun_VIDEO,W12_Sun_RES,W12_Sun_METACOG,W12_Mon_MCQ,W12_Mon_EXE,W12_Mon_VIDEO,W12_Mon_RES,W12_Mon_METACOG,W12_Tue_MCQ,W12_Tue_EXE,W12_Tue_VIDEO,W12_Tue_RES,W12_Tue_METACOG,W12_Wed_MCQ,W12_Wed_EXE,W12_Wed_VIDEO,W12_Wed_RES,W12_Wed_METACOG,W12_Thu_MCQ,W12_Thu_EXE,W12_Thu_VIDEO,W12_Thu_RES,W12_Thu_METACOG,W12_Fri_MCQ,W12_Fri_EXE,W12_Fri_VIDEO,W12_Fri_RES,W12_Fri_METACOG,W12_Sat_MCQ,W12_Sat_EXE,W12_Sat_VIDEO,W12_Sat_RES,W12_Sat_METACOG,W13_Sun_MCQ,W13_Sun_EXE,W13_Sun_VIDEO,W13_Sun_RES,W13_Sun_METACOG,W13_Mon_MCQ,W13_Mon_EXE,W13_Mon_VIDEO,W13_Mon_RES,W13_Mon_METACOG,W13_Tue_MCQ,W13_Tue_EXE,W13_Tue_VIDEO,W13_Tue_RES,W13_Tue_METACOG,W13_Wed_MCQ,W13_Wed_EXE,W13_Wed_VIDEO,W13_Wed_RES,W13_Wed_METACOG,W13_Thu_MCQ,W13_Thu_EXE,W13_Thu_VIDEO,W13_Thu_RES,W13_Thu_METACOG,W13_Fri_MCQ,W13_Fri_EXE,W13_Fri_VIDEO,W13_Fri_RES,W13_Fri_METACOG,W13_Sat_MCQ,W13_Sat_EXE,W13_Sat_VIDEO,W13_Sat_RES,W13_Sat_METACOG
741,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,110,8,11,74,29,3,49,0,34,14,0,0,0,0,0,0,0,0,0,0,27,69,12,25,14,0,0,0,15,0,0,0,0,0,0,15,53,0,48,15,0,0,0,0,0,0,0,3,5,0,18,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,26,11,46,2,0,0,0,0,0,25,53,9,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,10,0,29,98,9,24,14,0,0,0,0,0,0,0,0,0,0,10,15,3,18,2,0,0,0,0,0,65,23,15,7,1,0,13,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,80,4,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,90,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,112,12,30,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,6,10,6,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,11,10,3,19,32,12,7,3,8,50,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,3,0,32,0,173,25,11,0,0,0,0,0,0,92,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,0,20,10,0,0,0,4,3,0,0,0,0,0,0,0,0,27,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6,0,0,0,0,0,0,0,0,0,0,0,0,220,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,14,14,2,21,0,22,9,0,0,0,0,0,0,29,126,33,43,2,36,0,35,14,0,40,3,20,30,4,0,0,0,0,0,18,0,0,5,0,0,0,0,2,0,0,0,0,0,0,17,1,53,87,2,13,0,80,9,2,0,0,0,0,0,0,0,0,0,0,0,56,0,4,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,24,26,27,2,0,0,0,0,0,0,0,0,0,0,0,119,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,23,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,1,0,77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
744,10,135,0,10,2,5,1,0,56,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,77,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,5,0,30,52,15,34,2,0,25,0,3,0,19,0,0,65,0,0,2,0,11,1,0,0,0,0,0,2,92,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,47,1,0,0,0,0,0,0,0,0,0,0,84,197,108,50,0,30,36,7,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,0,0,60,0,12,0,0,0,0,0,0,0,43,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,66,0,0,0,0,20,0,0,1,0,3,0,0,72,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,68,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,2,0,0,0,0,0,0,0,91,0,9,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,36,51,87,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,37,5,15,0,6,6,31,13,0,2,80,0,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,26,1,25,5,3,11,0,8,61,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,13,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,8,13,0,0,0,0,2,0,0,0,0,0,0,11,17,0,16,0,0,50,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,23,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,57,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,6,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,32,0,4,0,0,0,0,2,0,14,0,94,24,6,0,0,0,0,0,8,0,35,23,5,0,25,0,9,0,21,0,66,26,4
746,20,29,5,21,0,0,0,0,3,1,4,0,0,15,1,0,0,0,0,0,9,0,37,10,0,16,65,59,10,0,0,0,0,0,0,0,41,0,5,0,0,0,0,13,1,0,0,0,9,0,0,0,0,0,0,7,0,5,6,0,7,77,4,1,0,0,0,0,0,0,0,0,0,0,0,12,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,2,0,0,0,0,0,0,8,12,15,9,0,2,0,8,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,171,11,0,11,0,50,11,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,29,10,0,0,53,0,2,0,0,0,0,0,0,0,82,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,50,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,2,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4,0,0,0,0,4,0,0,0,0,0,0,0,103,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,0,19,0,12,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,7,8,1,0,0,0,0,0,39,54,132,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,0,0,0,0,39,70,61,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,3,1,0,0,0,0,0,122,0,132,54,17,0,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,25,0,1,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,27,86,154,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,204,6,15,0,13,125,155,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,107,62,0,0,0,0,0,0,0,0,0,0,0,8,105,0,20,3,0,0,0,0,0,0,175,0,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,8,1,0,0,0,32,4,18,130,338,103,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,0,0,0,0,10,0,0,297,33,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,8,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,4,0,0,0,0,0,0,0,2,0,63,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,79,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,81,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,74,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,153,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,35,0,0,0,0,0,0,0,99,0,158,2,0,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,9,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,256,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,30,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,15,84,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,63,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,34,0,14,0,0,0,0,0,0,0,0,0,0,0,2,110,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39,6,0,0,86,0,8,0,0,0,0,0,0,0,0,0,0,0,0,63,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,8,7,0,0,0,0,0,0,0,0,0,3,0,0,33,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,12,0,0,0,0,0,0,35,1,39,42,3,131,83,168,72,0,11,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,120,0,17,0,0,0,0,0,0,0,0,0,0,0,0,108,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,107,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,5,0,0,0,0,3,0,0,98,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7,1,0,4,0,8,0,33,82,0,6,1,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,3,9,0,16,2,5,28,4,2,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,3,0,3,46,0,18,0,166,82,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,4,0,54,19,0,17,1,65,104,77,46,0,0,51,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4,0,25,129,10,6,0,60,159,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,40,87,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,0,10,0,0,0,0,0,0,30,120,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
