user_id,W2_Sun,W2_Mon,W2_Tue,W2_Wed,W2_Thu,W2_Fri,W2_Sat,W3_Sun,W3_Mon,W3_Tue,W3_Wed,W3_Thu,W3_Fri,W3_Sat,W4_Sun,W4_Mon,W4_Tue,W4_Wed,W4_Thu,W4_Fri,W4_Sat,W5_Sun,W5_Mon,W5_Tue,W5_Wed,W5_Thu,W5_Fri,W5_Sat,W7_Sun,W7_Mon,W7_Tue,W7_Wed,W7_Thu,W7_Fri,W7_Sat,W8_Sun,W8_Mon,W8_Tue,W8_Wed,W8_Thu,W8_Fri,W8_Sat,W9_Sun,W9_Mon,W9_Tue,W9_Wed,W9_Thu,W9_Fri,W9_Sat,W10_Sun,W10_Mon,W10_Tue,W10_Wed,W10_Thu,W10_Fri,W10_Sat,W11_Sun,W11_Mon,W11_Tue,W11_Wed,W11_Thu,W11_Fri,W11_Sat,W12_Sun,W12_Mon,W12_Tue,W12_Wed,W12_Thu,W12_Fri,W12_Sat,W2_cnt,W3_cnt,W4_cnt,W5_cnt,W7_cnt,W8_cnt,W9_cnt,W10_cnt,W11_cnt,W12_cnt,tot_cnt,weekly_cnt_sd,weekly_entropy
926,1,2,1,6,1,0,0,1,4,0,1,1,2,1,1,4,2,1,1,2,1,5,4,0,1,3,1,1,1,4,1,0,1,0,0,1,5,0,2,1,0,0,0,0,0,0,1,0,0,1,8,0,0,1,1,0,1,6,2,1,1,0,0,3,4,0,1,1,0,3,5,6,7,6,4,4,1,4,5,5,47,1.636391694484477,-0.10491954022391146
927,0,3,0,0,0,0,0,0,1,0,3,0,1,0,0,3,1,0,0,0,0,1,1,0,1,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,3,0,0,0,1,1,3,0,0,0,1,1,1,1,3,2,5,1,0,1,2,4,4,23,1.636391694484477,-0.13457847465744763
928,0,1,3,0,5,0,0,0,0,3,0,3,0,0,3,1,5,0,3,0,0,0,1,5,2,1,0,2,0,0,2,4,5,1,0,0,0,2,0,2,1,0,0,0,3,1,1,1,0,5,2,2,4,3,2,5,0,0,0,4,2,0,0,0,0,0,2,3,0,0,3,2,4,5,4,3,4,7,2,2,36,1.577621275493231,-0.11008387898499847
929,1,3,1,5,3,0,0,2,3,1,4,5,0,0,1,5,3,4,2,0,2,1,2,2,2,1,0,0,1,4,2,1,3,0,1,0,4,2,3,6,0,1,0,0,2,2,3,1,0,2,3,0,6,0,0,1,1,5,1,2,2,0,0,3,4,0,6,2,2,0,5,5,6,5,6,5,4,4,5,5,50,0.6666666666666666,-0.09669875893805623
930,1,6,0,2,0,0,0,1,2,2,0,7,0,0,0,1,0,0,4,0,0,1,7,6,0,1,1,0,0,3,0,2,2,0,1,0,2,1,5,3,1,0,0,0,0,1,1,0,0,0,1,0,5,2,0,0,0,0,0,1,1,0,0,1,2,1,4,0,0,0,3,4,2,5,4,5,2,3,2,4,34,1.1737877907772674,-0.10461804846075333
932,1,3,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,2,2,0,0,2,1,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,4,3,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,2,2,3,2,28,0.9189365834726815,-0.10367862829369429
933,3,2,3,1,2,1,0,0,0,1,7,1,0,0,7,5,2,5,4,0,3,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,5,3,0,0,0,0,0,5,6,1,1,0,2,0,1,6,0,0,0,0,1,4,5,0,0,0,1,2,3,4,0,0,0,6,3,6,1,3,2,4,3,3,4,35,1.5811388300841898,-0.11115898565201641
934,1,2,1,0,2,0,0,1,2,0,0,2,0,0,1,5,0,0,1,0,0,0,3,1,0,3,1,0,0,4,0,0,0,1,0,0,2,1,0,2,0,0,0,3,1,0,0,2,0,0,4,0,0,2,0,0,0,5,0,0,2,0,0,1,3,0,0,3,0,1,4,3,3,4,2,3,3,2,2,4,30,0.816496580927726,-0.10109703333084659
935,0,1,4,1,2,1,0,1,3,8,8,8,1,0,0,4,1,6,5,2,0,2,0,2,4,2,2,4,3,0,3,2,1,2,0,0,0,4,2,0,0,6,0,0,1,2,0,0,0,4,0,1,8,0,1,0,0,0,3,0,0,0,2,0,0,3,4,1,1,3,5,6,5,6,5,3,2,4,2,5,43,1.4944341180973264,-0.10482379944304539
936,1,0,1,5,1,0,0,0,0,1,2,2,1,0,1,0,0,3,3,0,0,2,1,1,3,3,2,3,0,0,1,2,4,1,0,0,0,2,3,2,1,0,0,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,1,7,2,0,0,0,0,0,3,1,0,0,4,4,3,7,4,4,4,3,3,2,38,1.3165611772087666,-0.10451745350062072
937,0,1,3,0,1,0,0,0,2,0,0,1,0,0,1,3,0,0,1,0,1,2,0,3,0,0,1,0,1,0,2,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0,1,0,0,1,2,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,4,3,3,3,1,4,2,3,28,0.9189365834726815,-0.10378765576444256
938,1,0,0,0,1,2,0,1,0,1,0,3,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,3,4,1,2,1,1,2,1,2,20,1.0540925533894598,-0.11674398084652239
940,0,1,0,0,0,2,0,1,2,1,0,1,2,2,3,2,3,0,1,1,0,2,2,3,0,1,1,0,0,3,2,0,2,2,0,0,1,2,0,0,1,0,0,0,3,0,0,6,1,0,3,0,4,0,1,0,0,1,1,0,2,2,0,2,2,1,0,0,0,1,2,6,5,5,4,3,3,3,4,4,39,1.1972189997378648,-0.10265485038538458
941,1,3,2,2,1,1,1,5,3,1,2,1,0,0,3,3,0,1,1,0,0,2,5,0,1,1,0,2,1,1,4,2,0,0,1,0,3,0,0,0,0,1,0,2,0,2,0,0,0,1,4,3,11,1,1,0,3,5,1,2,1,1,0,0,3,3,3,2,2,0,7,5,4,5,5,2,2,6,6,5,47,1.636391694484477,-0.10487047028023372
942,0,3,0,0,3,3,0,0,3,0,0,4,1,0,0,2,1,0,3,0,0,0,3,0,0,3,1,0,0,4,0,0,2,2,0,0,1,0,0,2,0,0,0,4,1,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,3,1,0,0,4,0,0,1,0,0,3,3,3,3,3,2,3,2,3,2,27,0.48304589153964794,-0.09782683750767487
943,0,0,0,1,2,2,0,0,0,0,4,4,0,0,0,0,0,2,6,1,0,0,1,0,1,4,0,0,0,0,0,2,5,2,0,0,0,1,1,5,3,0,0,0,0,3,4,0,0,8,0,0,5,5,0,0,0,0,0,1,3,0,0,0,0,1,2,5,1,0,3,2,3,3,3,4,2,3,2,4,29,0.7378647873726218,-0.10036011003554726
944,5,2,1,1,0,2,0,2,2,1,2,1,1,1,3,0,0,2,1,0,1,2,0,0,2,0,0,2,0,3,0,1,1,0,0,3,1,1,2,3,0,0,0,0,0,2,1,0,0,3,0,0,2,2,3,2,0,2,0,3,1,0,0,1,0,0,2,0,1,0,5,7,4,3,3,5,2,5,3,3,40,1.4907119849998598,-0.1060572888632571
945,0,1,7,5,1,1,2,1,1,2,1,4,0,0,1,2,1,0,3,2,1,2,1,1,0,4,1,0,1,1,2,0,2,1,0,1,3,2,0,0,1,0,0,0,4,0,1,1,0,1,2,1,0,5,0,0,1,0,0,0,1,1,0,1,0,1,0,1,2,0,6,5,6,5,5,4,3,4,3,4,45,1.0801234497346435,-0.09981089504943502
946,0,2,0,3,5,1,1,3,1,0,2,2,0,0,5,1,1,1,1,0,2,0,1,1,2,0,1,0,0,2,0,2,2,5,0,0,1,0,2,1,2,0,2,0,0,2,2,1,0,0,3,0,2,0,1,0,0,1,0,1,0,1,0,0,3,0,3,0,1,1,5,4,6,4,4,4,4,3,3,4,41,0.8755950357709131,-0.09884574184942556
947,0,0,2,3,3,0,0,2,0,1,2,3,0,0,0,4,0,1,1,0,0,1,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0,2,1,2,0,0,0,0,3,1,0,0,0,1,1,2,1,0,0,0,1,0,3,2,0,1,1,0,0,3,1,0,1,1,3,4,3,4,2,3,2,4,5,4,34,0.9660917830792959,-0.10162546814539344
948,0,1,5,3,1,0,0,1,2,2,1,1,2,0,2,2,7,0,3,1,0,0,2,4,1,1,1,1,1,1,2,0,1,1,0,1,1,3,1,0,0,0,0,2,0,1,0,0,0,1,2,4,1,0,1,0,1,2,1,0,0,1,0,0,4,1,0,0,0,0,4,6,5,6,5,4,2,5,4,2,43,1.4181364924121764,-0.10387616152848095
949,1,1,1,1,1,3,0,0,2,1,3,0,1,0,5,6,2,0,0,1,0,2,3,2,0,0,2,0,0,7,1,0,0,0,0,1,2,1,0,0,0,0,0,0,5,0,1,0,0,4,3,2,1,1,0,0,0,3,5,0,1,0,0,1,0,4,0,2,0,0,6,4,4,4,2,3,2,5,3,3,36,1.2649110640673518,-0.10489303228448292
950,11,3,7,0,1,1,1,2,3,4,1,0,0,3,1,4,3,4,3,0,0,3,4,6,0,4,0,0,3,4,5,4,0,0,0,2,2,3,0,0,1,1,1,0,4,0,0,0,2,6,5,8,2,5,1,2,0,1,1,0,1,0,1,0,1,3,0,1,2,4,6,5,5,4,4,5,3,7,4,5,48,1.1352924243950935,-0.09966308009639002
951,1,2,8,0,6,2,0,0,4,4,0,2,3,0,3,1,6,0,1,2,7,0,1,9,3,3,1,1,1,0,6,1,1,1,2,0,2,5,0,3,1,0,0,1,3,1,0,1,0,0,2,1,0,1,0,1,0,2,2,1,1,0,0,0,1,5,1,1,2,0,5,4,6,6,6,4,4,4,4,5,48,0.9189365834726815,-0.09816370461933208
953,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,3,2,3,3,2,2,3,3,3,25,0.7071067811865476,-0.10163613181984434
954,1,1,2,5,2,0,2,3,2,3,3,1,1,3,3,0,2,3,3,0,1,2,0,5,2,0,0,0,0,1,3,1,0,0,0,2,1,1,5,0,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2,2,0,1,1,1,0,0,1,0,1,6,7,5,3,3,5,3,2,4,4,42,1.5491933384829668,-0.10587554878816688
955,0,3,5,3,2,1,1,0,2,4,6,7,0,0,3,5,3,4,7,2,0,2,0,5,1,2,0,3,0,0,3,4,2,1,0,0,1,5,3,2,1,0,0,2,5,0,1,0,0,0,3,3,0,2,4,1,1,0,6,2,1,0,0,0,1,5,4,5,1,2,6,4,6,5,4,5,3,5,4,6,48,1.0327955589886444,-0.098934261229377235
956,2,5,0,0,3,0,0,0,3,0,2,3,1,4,2,2,0,0,1,0,0,0,5,0,0,2,2,0,3,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,3,1,0,1,2,0,1,1,0,0,0,1,0,0,1,0,1,3,5,3,3,3,3,0,4,4,3,31,1.286683937707919,-0.1090730738144268
957,0,3,0,0,3,0,0,0,2,1,0,2,2,0,0,3,1,0,2,0,0,0,0,1,1,4,0,0,0,2,0,0,1,0,0,0,2,0,1,3,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,4,0,0,1,0,0,0,1,2,0,0,1,0,2,4,3,3,2,3,2,3,2,3,27,0.6749485577105528,-0.1001733629869564
958,0,4,3,4,3,0,0,5,3,3,0,4,5,0,3,5,3,0,5,2,5,2,6,3,0,5,6,0,0,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,3,1,0,1,0,4,0,1,0,0,0,1,3,0,1,0,0,1,0,2,1,0,0,0,4,5,6,5,3,3,3,3,3,3,38,1.1352924243950935,-0.1022063306487775
959,0,3,2,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,1,1,2,2,0,16,0.8432740427115678,-0.1172034370495698
960,0,3,3,2,1,1,0,0,1,3,0,0,2,0,0,4,6,0,0,1,0,0,4,2,0,1,0,0,0,3,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,3,0,0,0,0,0,1,1,0,2,0,0,5,3,3,3,1,3,1,3,2,3,27,1.1595018087284057,-0.1096902845231074
961,0,0,0,4,1,0,0,0,0,1,3,0,1,0,1,0,2,3,0,1,0,1,1,1,1,1,0,1,0,0,2,2,1,0,0,0,0,2,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,2,0,1,3,1,0,0,0,1,0,3,0,0,0,2,3,4,6,3,3,3,1,4,2,31,1.3703203194062976,-0.11041229267099052
962,2,2,2,0,1,1,0,1,4,3,0,2,2,0,0,5,2,0,0,1,0,0,2,2,0,0,1,0,0,3,1,0,0,1,0,3,2,3,0,0,0,0,0,1,5,0,0,1,0,0,1,1,3,2,3,2,0,2,2,0,2,1,0,0,3,1,0,0,1,0,5,5,3,3,3,3,3,6,4,3,38,1.1352924243950935,-0.1022063306487775
963,0,5,0,1,1,2,1,0,2,0,3,1,2,2,0,4,0,1,8,1,0,0,2,0,2,2,3,1,1,3,0,4,0,1,4,0,1,0,2,0,1,0,0,2,0,0,0,2,0,0,3,4,2,3,1,1,1,1,2,1,1,1,1,0,1,1,2,1,1,0,5,5,4,5,5,3,2,6,7,5,47,1.4181364924121764,-0.10246399223039523
964,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.31622776601683794,-0.6931471805599453
965,0,6,4,2,5,0,0,1,0,2,3,5,0,0,1,2,3,2,4,0,0,0,0,5,1,2,0,0,0,1,4,2,3,2,0,0,0,7,2,1,2,0,0,0,3,1,2,1,0,5,3,1,0,1,0,0,0,1,1,2,2,2,0,0,3,2,1,0,0,0,4,4,5,3,5,4,4,4,5,3,41,0.7378647873726218,-0.09784277588721384
966,2,3,5,8,1,0,2,5,1,4,5,2,2,5,2,0,6,8,0,0,0,2,3,2,8,4,0,1,0,0,6,3,4,1,0,0,2,8,2,3,3,1,0,0,3,4,5,2,0,0,0,4,2,6,2,1,0,0,2,1,3,1,0,0,0,4,2,3,3,2,6,7,3,6,4,6,4,5,4,5,50,1.247219128924647,-0.10017110376839204
967,0,0,3,5,7,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,1,2,2,0,4,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,3,1,2,0,0,0,0,3,1,0,0,0,0,0,3,0,2,0,3,2,4,4,4,1,3,4,2,2,29,1.1005049346146119,-0.10662337721473548
968,0,4,1,0,1,1,2,0,5,2,0,2,1,0,1,6,3,0,4,0,0,1,4,3,0,1,2,0,0,8,2,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,1,1,1,0,0,1,2,3,0,0,1,1,0,5,4,4,5,3,2,0,3,4,4,34,1.505545305418162,-0.11097889802196223
969,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,3,2,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,1,2,4,2,3,1,2,2,1,2,20,0.9428090415820634,-0.11240221724264197
970,0,3,4,0,5,0,0,0,2,0,0,2,0,0,0,1,0,5,3,2,2,0,1,2,0,2,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,2,0,2,4,0,2,1,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,3,2,5,3,2,3,4,2,3,3,30,0.9428090415820634,-0.10294299316142053
971,0,4,5,0,4,1,0,0,3,4,1,3,0,0,0,4,4,5,0,0,0,1,5,3,1,5,1,3,1,0,0,1,0,0,0,0,2,2,1,2,0,7,0,0,0,3,0,0,0,0,4,2,2,0,0,0,1,1,1,1,0,0,0,1,2,1,1,1,0,0,4,4,3,7,2,5,1,3,4,5,38,1.6865480854231356,-0.11066191815023653
972,1,5,1,0,2,2,3,3,4,2,5,3,2,2,0,2,2,1,3,5,2,2,4,0,1,2,2,3,1,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,4,2,2,0,2,0,0,1,0,1,4,0,1,0,1,0,1,6,7,6,6,3,3,1,4,3,4,43,1.888562063228706,-0.11042940570152796
973,0,2,2,1,0,1,0,3,3,3,0,2,0,0,2,0,3,0,2,0,0,0,4,3,0,2,2,0,0,2,3,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,2,0,3,1,0,0,1,4,4,3,4,2,3,1,2,2,4,29,1.1005049346146119,-0.10662337721473548
974,0,0,4,2,2,1,0,0,1,7,1,1,2,2,0,2,4,0,0,2,0,0,2,2,2,0,0,0,0,0,2,1,1,0,0,0,0,4,2,1,2,0,0,0,4,0,1,0,0,0,0,1,2,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,6,3,3,3,4,2,3,2,1,31,1.3703203194062976,-0.11041229267099052
975,0,0,1,0,1,1,0,2,0,2,0,4,1,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,1,0,6,3,4,3,0,2,2,1,1,1,4,21,1.3703203194062976,-0.1285458386968068
976,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,2,2,1,1,3,2,2,2,2,18,0.6324555320336759,-0.10494332728813986
977,0,3,5,0,2,1,0,0,2,0,1,1,0,0,0,3,4,0,1,0,0,0,2,1,0,1,0,0,0,3,1,0,0,1,0,0,3,3,2,1,1,0,0,0,1,1,0,1,0,1,3,0,0,2,0,0,0,1,2,2,0,1,0,0,3,0,0,1,1,0,4,3,3,3,3,5,3,3,4,3,34,0.699205898780101,-0.09857399520701603
978,0,0,2,0,1,0,0,0,0,3,0,2,0,0,0,5,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,2,3,2,0,2,0,2,2,2,17,0.9486832980505138,-0.12027739294332153
979,0,2,4,2,0,1,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,5,4,0,0,1,0,0,1,4,0,4,2,0,0,4,4,1,0,1,0,0,0,2,1,1,0,0,0,1,5,0,1,0,0,0,3,1,0,0,1,0,0,2,0,0,0,1,0,4,3,2,3,4,4,3,3,3,2,31,0.7378647873726218,-0.09974230690134749
980,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,0,3,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,1,3,3,3,2,1,4,1,1,21,1.1005049346146119,-0.11662682178868061
983,0,1,2,0,2,1,0,2,2,4,1,8,2,3,2,0,0,1,4,0,0,0,5,1,1,3,1,0,0,0,3,1,4,2,0,0,0,4,0,3,1,0,0,0,3,0,4,0,0,0,1,3,0,3,0,0,0,0,0,1,2,1,0,0,3,4,1,7,3,0,4,7,3,5,4,3,2,3,3,5,39,1.449137674618944,-0.10595544599763078
984,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,1.2692955176439846,-0.5066936432804862
985,0,0,10,1,2,1,0,0,2,3,2,3,2,0,0,1,5,1,0,1,0,0,0,5,1,2,1,0,0,0,5,1,0,1,0,0,2,3,0,3,0,0,0,0,2,1,0,0,0,0,0,4,0,1,0,0,1,0,3,0,1,1,0,1,5,2,3,1,0,1,4,5,4,4,3,3,2,2,4,6,37,1.2516655570345725,-0.1042233079517038
987,0,0,0,1,3,1,0,0,0,0,5,0,2,0,1,0,0,3,3,0,1,6,2,1,2,0,0,0,0,1,0,4,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,2,4,4,3,2,1,2,1,1,23,1.1595018087284057,-0.11505754913244015
988,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,1,0,3,1,1,1,1,1,13,0.8232726023485646,-0.12615148475536603
989,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,0,11,0.5676462121975467,-0.11611781614364301
990,0,0,6,2,0,2,1,2,1,3,2,0,1,1,1,1,5,4,1,1,2,2,0,9,5,3,2,0,0,1,4,4,3,0,1,0,0,2,1,3,0,0,0,0,2,3,1,0,0,1,0,4,2,4,3,1,6,1,5,0,5,0,1,0,0,2,2,1,0,4,4,6,7,5,5,3,3,6,5,4,48,1.3165611772087666,-0.10118280375206304
991,0,4,10,2,2,0,0,0,1,2,0,2,0,0,0,11,2,0,1,2,0,5,8,2,0,1,3,7,0,1,4,0,1,0,0,0,3,7,0,1,0,0,0,0,3,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,3,1,0,0,0,0,4,3,4,6,3,3,3,4,4,2,36,1.0749676997731399,-0.1022033128919933
992,0,0,8,1,2,0,0,3,4,5,3,0,1,1,0,2,1,3,0,0,0,1,0,8,6,2,2,0,0,0,2,1,0,0,2,0,0,4,1,0,0,0,0,0,1,1,3,0,0,0,2,2,0,3,0,0,0,0,2,0,3,2,0,0,1,2,0,4,1,0,3,6,3,5,3,2,3,3,3,4,35,1.1785113019775793,-0.10403659438708651
993,1,1,0,1,0,0,1,0,0,5,1,1,0,0,5,0,0,2,1,0,0,2,3,0,2,2,0,0,0,0,0,2,1,1,0,0,1,0,2,1,0,1,0,0,0,5,1,2,2,0,0,1,1,6,1,2,1,0,1,7,4,0,0,0,0,2,3,3,1,4,4,3,3,4,3,4,4,5,4,5,39,0.7378647873726218,-0.09810310303969137
994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,0.699205898780101,-0.31430432971118705
996,0,2,4,1,3,1,1,0,0,2,0,7,2,0,3,0,1,1,6,5,3,0,0,1,0,5,3,3,0,1,2,0,5,0,0,0,1,5,0,5,0,0,0,0,2,0,5,0,0,0,0,2,1,7,1,0,1,0,3,1,6,2,0,0,1,1,0,4,1,2,6,3,6,4,3,3,2,4,5,5,41,1.3703203194062976,-0.10402773915485528
997,0,4,0,1,1,1,0,0,5,1,4,0,0,1,0,3,0,3,2,0,0,1,4,1,1,1,0,0,0,3,1,1,0,0,0,0,2,2,0,0,0,0,0,2,1,4,1,1,0,2,3,2,3,0,0,1,0,2,0,1,2,0,0,0,2,2,2,1,0,0,4,4,3,5,3,2,5,5,3,4,38,1.0327955589886444,-0.10109659457283787
998,0,1,2,0,0,1,0,0,1,4,3,0,0,0,0,1,3,0,0,3,0,1,2,5,0,0,0,0,0,3,2,1,1,0,0,0,3,3,0,0,0,0,0,2,3,1,0,0,0,1,3,3,1,1,0,1,0,3,7,0,0,0,0,1,2,5,0,0,0,0,3,3,3,3,4,2,3,6,2,3,32,1.1352924243950935,-0.1049297196207999
999,0,3,1,0,5,1,1,3,0,0,2,4,2,2,1,1,2,2,4,1,0,1,3,0,0,4,2,0,0,2,5,1,0,0,1,0,2,1,1,2,3,0,0,1,1,2,4,1,0,0,5,3,4,2,2,1,0,3,0,0,3,0,0,0,3,1,1,1,0,1,5,5,6,4,4,5,5,6,2,5,47,1.1595018087284057,-0.10012562350647343
1e3,1,4,2,0,0,0,0,0,1,3,1,1,0,1,2,1,3,0,0,0,0,0,4,2,0,1,1,0,1,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,4,0,1,0,0,1,2,2,0,1,0,0,0,3,2,0,1,0,0,1,3,3,0,0,0,0,3,5,3,4,4,2,2,4,3,3,33,0.9486832980505138,-0.10175199179999239
1001,1,1,1,3,3,0,0,1,3,0,0,1,0,0,1,1,0,0,1,0,0,3,3,0,0,1,0,1,0,3,1,2,0,0,0,0,3,0,1,4,0,0,0,0,0,2,0,1,0,1,2,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,5,3,3,4,3,3,2,4,3,2,32,0.9189365834726815,-0.10171422506514385
1002,3,4,3,1,1,0,0,7,2,2,0,3,0,2,0,4,4,3,2,0,0,3,2,2,0,4,0,0,0,3,3,0,1,0,0,1,2,2,0,2,1,0,0,1,1,0,3,1,0,1,3,4,1,1,1,0,1,3,3,1,0,0,0,2,2,1,0,2,0,0,5,5,4,4,3,5,4,6,4,4,44,0.8432740427115678,-0.09817185534347224
1003,0,0,2,0,0,1,0,0,1,2,1,2,1,0,0,0,3,0,0,0,0,0,0,4,1,3,0,0,0,1,3,0,0,1,0,0,0,1,1,2,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,2,5,1,3,3,4,4,1,3,2,28,1.3165611772087666,-0.11257017042187105
1004,3,3,0,0,2,0,0,2,3,0,0,4,3,0,1,1,0,0,6,0,0,0,1,0,0,4,1,0,3,1,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,3,4,3,3,3,3,2,1,3,1,26,0.9660917830792959,-0.10621873962329566
1005,1,3,1,0,5,0,0,1,5,0,0,0,1,4,3,1,1,0,3,1,3,1,1,0,0,0,1,2,3,0,1,3,3,1,0,0,1,5,0,2,2,0,0,0,3,1,1,0,0,0,1,3,0,0,0,0,2,1,0,0,1,0,2,2,0,2,0,1,2,2,4,4,6,4,5,4,3,2,4,5,41,1.1005049346146119,-0.10095277484934109
